account_id,account_name,industry,segment,region,billing_country,usage_date,workspace_days_reporting,active_users,projects_run,api_calls,alerts_sent,max_storage_gb,avg_storage_gb
A1025,Bright Capital,education,smb,EMEA,UK,2025-06-19,1,4,20,1050,5,24.6,24.6
A1026,Pioneer Capital,education,smb,NA,CA,2025-06-16,1,6,25,1666,4,13.4,13.4
A1026,Pioneer Capital,education,smb,NA,CA,2025-06-21,1,3,9,520,2,13.1,13.1
A1026,Pioneer Capital,education,smb,NA,CA,2025-06-25,1,5,25,1221,5,14.1,14.1
A1027,BluePeak Health,retail,smb,APAC,SG,2025-06-13,2,3,18,1250,3,19.0,16.45
A1027,BluePeak Health,retail,smb,APAC,SG,2025-06-23,2,5,22,1323,4,21.8,18.7
A1028,Apex Energy,energy,mid_market,APAC,SG,2025-06-12,2,3,21,1075,4,29.0,26.35
A1030,Northwind Analytics,financial_services,enterprise,EMEA,UK,2025-06-18,4,9,81,4720,17,45.2,39.9
A1030,Northwind Analytics,financial_services,enterprise,EMEA,UK,2025-06-22,4,4,30,1879,5,45.9,40.900000000000006
A1030,Northwind Analytics,financial_services,enterprise,EMEA,UK,2025-06-26,4,6,66,3872,11,45.6,40.825
A1030,Northwind Analytics,financial_services,enterprise,EMEA,UK,2025-06-27,4,7,64,4327,13,48.3,42.699999999999996
A1031,Helio Holdings,healthcare,mid_market,APAC,AU,2025-06-05,3,8,48,2817,9,37.0,29.8
A1031,Helio Holdings,healthcare,mid_market,APAC,AU,2025-06-28,3,5,20,1179,5,40.7,33.13333333333333
A1031,Helio Holdings,healthcare,mid_market,APAC,AU,2025-06-29,3,4,20,1200,4,41.6,33.93333333333334
A1031,Helio Holdings,healthcare,mid_market,APAC,AU,2025-06-30,3,8,46,2999,8,40.5,33.06666666666666
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-02,2,9,43,3116,8,34.1,27.3
A1034,Helio Partners,travel,smb,NA,CA,2025-06-18,2,3,16,890,3,17.0,15.75
A1034,Helio Partners,travel,smb,NA,CA,2025-06-22,2,4,10,638,2,18.4,17.1
A1034,Helio Partners,travel,smb,NA,CA,2025-06-26,2,5,26,1363,7,18.8,16.15
A1034,Helio Partners,travel,smb,NA,CA,2025-06-27,2,2,13,791,3,19.5,17.95
A1035,Bright Retail,retail,mid_market,EMEA,UK,2025-06-16,3,7,40,2530,9,38.8,28.333333333333332
A1035,Bright Retail,retail,mid_market,EMEA,UK,2025-06-21,3,5,19,1079,5,39.9,29.133333333333336
A1035,Bright Retail,retail,mid_market,EMEA,UK,2025-06-25,3,7,46,2355,8,40.9,30.26666666666667
A1037,Lighthouse Network,media,enterprise,EMEA,UK,2025-06-17,4,9,83,4377,16,63.6,46.12500000000001
A1038,River Systems,logistics,smb,APAC,AU,2025-06-05,2,3,17,1034,4,22.2,22.1
A1038,River Systems,logistics,smb,APAC,AU,2025-06-28,2,2,7,433,2,25.2,25.1
A1038,River Systems,logistics,smb,APAC,AU,2025-06-29,2,3,9,540,2,24.2,23.9
A1038,River Systems,logistics,smb,APAC,AU,2025-06-30,2,3,16,1047,2,26.1,25.450000000000003
A1039,Nova Group,media,smb,EMEA,FR,2025-06-18,1,4,17,952,4,21.4,21.4
A1039,Nova Group,media,smb,EMEA,FR,2025-06-22,1,4,9,720,1,20.3,20.3
A1039,Nova Group,media,smb,EMEA,FR,2025-06-26,1,5,20,1067,3,22.5,22.5
A1039,Nova Group,media,smb,EMEA,FR,2025-06-27,1,3,14,784,3,20.6,20.6
A1040,Harbor Collective,healthcare,mid_market,APAC,SG,2025-06-05,3,7,44,1747,9,36.0,27.566666666666663
A1040,Harbor Collective,healthcare,mid_market,APAC,SG,2025-06-28,3,5,18,1077,3,39.9,31.8
A1040,Harbor Collective,healthcare,mid_market,APAC,SG,2025-06-29,3,5,20,1263,3,40.0,31.133333333333336
A1040,Harbor Collective,healthcare,mid_market,APAC,SG,2025-06-30,3,5,33,1669,8,40.2,31.333333333333332
A1041,Cedar Logistics,media,mid_market,EMEA,NL,2025-06-16,3,6,36,1601,8,33.3,24.599999999999998
A1041,Cedar Logistics,media,mid_market,EMEA,NL,2025-06-21,3,3,18,948,4,32.7,25.666666666666668
A1041,Cedar Logistics,media,mid_market,EMEA,NL,2025-06-25,3,8,55,2628,12,34.0,25.399999999999995
A1042,Northwind Labs,manufacturing,mid_market,APAC,AU,2025-06-17,3,6,46,2869,11,33.4,26.96666666666667
A1043,Lighthouse Works,financial_services,enterprise,APAC,SG,2025-06-17,4,13,93,5018,19,51.0,44.625
A1044,Summit Holdings,software,smb,EMEA,NL,2025-06-07,1,3,7,490,1,11.8,11.8
A1045,Nova Holdings,manufacturing,enterprise,NA,CA,2025-06-07,4,9,41,2674,7,65.3,51.449999999999996
A1046,Pioneer Solutions,education,smb,NA,CA,2025-06-13,1,3,13,765,3,13.2,13.2
A1046,Pioneer Solutions,education,smb,NA,CA,2025-06-23,1,4,14,943,2,15.9,15.9
A1048,Orchid Capital,financial_services,enterprise,APAC,NZ,2025-06-18,3,16,93,5448,20,54.7,42.43333333333333
A1048,Orchid Capital,financial_services,enterprise,APAC,NZ,2025-06-22,3,10,36,2130,8,54.8,43.13333333333333
A1048,Orchid Capital,financial_services,enterprise,APAC,NZ,2025-06-26,3,13,75,4672,16,54.3,43.06666666666666
A1048,Orchid Capital,financial_services,enterprise,APAC,NZ,2025-06-27,3,12,65,3269,14,57.2,44.666666666666664
A1050,Cedar Energy,software,smb,APAC,JP,2025-06-13,2,1,10,538,2,17.2,16.55
A1050,Cedar Energy,software,smb,APAC,JP,2025-06-23,2,2,14,688,4,17.6,16.75
A1051,Lighthouse Systems,media,smb,EMEA,UK,2025-06-16,1,4,19,1242,5,25.3,25.3
A1051,Lighthouse Systems,media,smb,EMEA,UK,2025-06-21,1,3,6,456,1,26.9,26.9
A1051,Lighthouse Systems,media,smb,EMEA,UK,2025-06-25,1,2,11,589,2,27.3,27.3
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-24,2,6,37,2300,7,35.2,29.85
A1053,Bright Health,media,mid_market,NA,CA,2025-06-18,3,5,39,2460,8,42.3,38.8
A1053,Bright Health,media,mid_market,NA,CA,2025-06-22,3,6,21,1300,4,42.5,39.73333333333333
A1053,Bright Health,media,mid_market,NA,CA,2025-06-26,3,8,50,2593,12,42.4,39.266666666666666
A1053,Bright Health,media,mid_market,NA,CA,2025-06-27,3,7,45,2155,9,43.8,40.5
A1054,Granite Labs,manufacturing,mid_market,APAC,NZ,2025-06-03,3,10,59,3767,12,40.6,36.833333333333336
A1055,Pioneer Systems,travel,mid_market,EMEA,FR,2025-06-06,2,5,29,1313,6,29.6,25.4
A1055,Pioneer Systems,travel,mid_market,EMEA,FR,2025-06-15,2,4,14,535,3,30.3,26.3
A1056,Delta Global,retail,mid_market,APAC,AU,2025-06-04,3,7,51,3391,11,40.0,37.76666666666667
A1056,Delta Global,retail,mid_market,APAC,AU,2025-06-09,3,6,39,2376,9,39.6,37.666666666666664
A1057,Harbor Partners,education,enterprise,APAC,NZ,2025-06-06,4,6,63,2983,11,52.7,40.525
A1057,Harbor Partners,education,enterprise,APAC,NZ,2025-06-15,4,4,31,1859,4,55.1,42.05
A1058,Evergreen Analytics,travel,smb,EMEA,UK,2025-06-04,2,6,32,2124,8,20.9,18.85
A1058,Evergreen Analytics,travel,smb,EMEA,UK,2025-06-09,2,5,27,1658,5,22.3,19.8
A1059,Evergreen Partners,education,mid_market,NA,CA,2025-06-07,2,4,15,821,3,37.7,28.900000000000002
A1060,Cedar Foods,healthcare,mid_market,NA,CA,2025-06-16,2,7,33,1924,7,28.4,20.299999999999997
A1060,Cedar Foods,healthcare,mid_market,NA,CA,2025-06-21,2,4,12,622,2,28.3,20.75
A1060,Cedar Foods,healthcare,mid_market,NA,CA,2025-06-25,2,9,50,2865,12,28.4,20.65
A1061,Atlas Capital,travel,enterprise,EMEA,FR,2025-06-11,3,13,91,4710,13,45.6,38.53333333333333
A1061,Atlas Capital,travel,enterprise,EMEA,FR,2025-06-19,3,7,55,3284,12,45.2,38.46666666666667
A1062,Delta Manufacturing,travel,enterprise,EMEA,NL,2025-06-05,3,10,66,3464,14,56.6,46.13333333333333
A1062,Delta Manufacturing,travel,enterprise,EMEA,NL,2025-06-28,3,8,31,1864,3,60.0,48.76666666666667
A1062,Delta Manufacturing,travel,enterprise,EMEA,NL,2025-06-29,3,5,26,1666,5,60.9,50.03333333333333
A1062,Delta Manufacturing,travel,enterprise,EMEA,NL,2025-06-30,3,8,54,3149,11,60.4,49.03333333333334
A1063,Maple Global,education,smb,NA,CA,2025-06-17,1,2,13,608,2,22.4,22.4
A1064,Atlas Health,education,smb,NA,US,2025-06-13,1,3,15,1002,3,25.6,25.6
A1064,Atlas Health,education,smb,NA,US,2025-06-23,1,3,11,609,2,25.2,25.2
A1065,Vertex Partners,manufacturing,mid_market,NA,US,2025-06-10,2,7,38,2469,8,22.4,21.9
A1065,Vertex Partners,manufacturing,mid_market,NA,US,2025-06-20,2,8,40,2386,6,23.5,22.0
A1066,Pacific Capital,manufacturing,mid_market,APAC,NZ,2025-06-17,2,7,35,1828,6,39.0,38.9
A1067,Maple Energy,healthcare,mid_market,NA,CA,2025-06-11,2,2,24,1134,6,29.9,27.0
A1067,Maple Energy,healthcare,mid_market,NA,CA,2025-06-19,2,3,26,1109,5,31.1,28.0
A1068,Helio Health,manufacturing,enterprise,APAC,SG,2025-06-18,4,6,70,3896,14,58.4,42.175
A1068,Helio Health,manufacturing,enterprise,APAC,SG,2025-06-22,4,8,39,2195,9,58.5,42.375
A1068,Helio Health,manufacturing,enterprise,APAC,SG,2025-06-26,4,8,68,3213,15,60.8,43.099999999999994
A1068,Helio Health,manufacturing,enterprise,APAC,SG,2025-06-27,4,8,68,3766,13,59.0,42.175
A1069,Bright Foods,manufacturing,enterprise,NA,CA,2025-06-03,3,11,69,3682,15,63.9,56.36666666666667
A1070,Helio Manufacturing,manufacturing,smb,APAC,NZ,2025-06-05,1,3,16,1002,3,14.2,14.2
A1070,Helio Manufacturing,manufacturing,smb,APAC,NZ,2025-06-28,1,3,6,455,1,16.0,16.0
A1070,Helio Manufacturing,manufacturing,smb,APAC,NZ,2025-06-29,1,4,7,368,2,15.9,15.9
A1070,Helio Manufacturing,manufacturing,smb,APAC,NZ,2025-06-30,1,4,15,834,2,17.1,17.1
A1071,Evergreen Group,education,mid_market,NA,CA,2025-06-24,3,9,53,3033,12,36.4,23.900000000000002
A1072,Summit Ventures,software,enterprise,NA,US,2025-06-24,3,10,71,3844,11,68.5,44.699999999999996
A1073,Silver Holdings,travel,mid_market,EMEA,DE,2025-06-11,2,6,34,2489,8,19.3,19.1
A1073,Silver Holdings,travel,mid_market,EMEA,DE,2025-06-19,2,10,50,2505,12,19.7,19.549999999999997
A1074,Granite Analytics,retail,mid_market,NA,CA,2025-06-24,3,13,71,4769,16,33.0,31.633333333333336
A1076,Atlas Solutions,financial_services,mid_market,EMEA,UK,2025-06-06,2,13,53,3449,9,39.7,30.450000000000003
A1076,Atlas Solutions,financial_services,mid_market,EMEA,UK,2025-06-15,2,4,14,1068,3,40.7,31.3
A1077,Evergreen Foods,travel,mid_market,NA,CA,2025-06-13,3,5,33,1698,6,34.2,29.066666666666666
A1077,Evergreen Foods,travel,mid_market,NA,CA,2025-06-23,3,7,43,2978,8,35.0,29.733333333333334
A1078,Beacon Foods,software,mid_market,EMEA,FR,2025-06-05,3,5,38,1878,8,31.7,25.733333333333334
A1078,Beacon Foods,software,mid_market,EMEA,FR,2025-06-28,3,6,21,1059,4,36.9,30.166666666666668
A1078,Beacon Foods,software,mid_market,EMEA,FR,2025-06-29,3,5,20,1247,4,35.4,30.2
A1078,Beacon Foods,software,mid_market,EMEA,FR,2025-06-30,3,7,43,2894,7,36.4,30.23333333333333
A1079,Nova Foods,education,enterprise,EMEA,FR,2025-06-01,4,10,41,2225,7,63.7,52.150000000000006
A1079,Nova Foods,education,enterprise,EMEA,FR,2025-06-08,4,7,37,2021,5,64.7,52.875
A1079,Nova Foods,education,enterprise,EMEA,FR,2025-06-14,4,8,39,2825,7,65.7,54.025000000000006
A1080,Beacon Global,financial_services,mid_market,EMEA,NL,2025-06-12,2,8,39,2204,7,41.8,31.25
A1081,River Collective,financial_services,mid_market,NA,CA,2025-06-24,3,6,44,2335,7,29.6,24.833333333333332
A1083,Falcon Works,education,mid_market,NA,CA,2025-06-13,2,3,23,829,3,32.1,23.5
A1083,Falcon Works,education,mid_market,NA,CA,2025-06-23,2,4,27,1341,6,34.2,24.650000000000002
A1084,Silver Foods,manufacturing,mid_market,NA,CA,2025-06-03,2,6,38,2421,7,41.4,38.15
A1085,Sierra Capital,financial_services,smb,NA,US,2025-06-16,1,2,9,426,2,19.3,19.3
A1085,Sierra Capital,financial_services,smb,NA,US,2025-06-21,1,1,4,297,1,19.5,19.5
A1085,Sierra Capital,financial_services,smb,NA,US,2025-06-25,1,4,19,1004,5,18.8,18.8
A1086,River Labs,software,smb,EMEA,FR,2025-06-02,1,4,13,987,3,22.3,22.3
A1088,Cedar Partners,energy,smb,APAC,NZ,2025-06-17,1,5,20,1186,3,17.9,17.9
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-06,2,11,43,2864,7,32.8,28.049999999999997
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-15,2,6,18,1048,4,33.4,28.85
A1090,Vertex Labs,energy,smb,NA,US,2025-06-18,1,1,8,363,2,20.5,20.5
A1090,Vertex Labs,energy,smb,NA,US,2025-06-22,1,2,5,387,1,22.8,22.8
A1090,Vertex Labs,energy,smb,NA,US,2025-06-26,1,2,9,521,2,22.3,22.3
A1090,Vertex Labs,energy,smb,NA,US,2025-06-27,1,2,11,531,2,23.0,23.0
A1001,Helio Systems,healthcare,mid_market,EMEA,NL,2025-06-11,3,7,52,2422,10,28.7,25.166666666666668
A1001,Helio Systems,healthcare,mid_market,EMEA,NL,2025-06-19,3,6,44,2652,8,30.6,26.899999999999995
A1002,Summit Foods,media,mid_market,NA,US,2025-06-01,3,4,19,987,4,30.3,23.933333333333334
A1002,Summit Foods,media,mid_market,NA,US,2025-06-08,3,6,21,1096,5,32.3,24.866666666666664
A1002,Summit Foods,media,mid_market,NA,US,2025-06-14,3,2,15,830,3,32.0,25.0
A1003,Nova Ventures,manufacturing,enterprise,NA,US,2025-06-24,2,8,49,2386,9,62.9,53.45
A1005,Pacific Labs,manufacturing,enterprise,EMEA,UK,2025-06-10,3,10,72,3337,13,55.9,48.76666666666667
A1005,Pacific Labs,manufacturing,enterprise,EMEA,UK,2025-06-20,3,9,59,3561,12,57.1,49.800000000000004
A1006,Helio Works,education,mid_market,EMEA,UK,2025-06-03,2,4,29,1711,4,27.4,23.75
A1007,Silver Systems,energy,smb,EMEA,FR,2025-06-06,1,1,6,256,2,21.6,21.6
A1007,Silver Systems,energy,smb,EMEA,FR,2025-06-15,1,1,3,208,1,22.7,22.7
A1008,Pacific Works,software,mid_market,EMEA,UK,2025-06-18,3,8,51,3203,10,23.3,21.7
A1008,Pacific Works,software,mid_market,EMEA,UK,2025-06-22,3,8,25,1404,5,24.2,22.3
A1008,Pacific Works,software,mid_market,EMEA,UK,2025-06-26,3,8,45,2798,9,23.5,22.53333333333333
A1008,Pacific Works,software,mid_market,EMEA,UK,2025-06-27,3,10,47,2513,10,25.8,23.266666666666666
A1009,Summit Group,financial_services,mid_market,NA,US,2025-06-17,2,7,44,2577,10,25.2,22.7
A1010,Orchid Foods,education,smb,NA,CA,2025-06-06,1,5,19,1085,4,23.5,23.5
A1010,Orchid Foods,education,smb,NA,CA,2025-06-15,1,3,8,387,2,25.6,25.6
A1011,Vertex Energy,software,smb,NA,CA,2025-06-12,1,4,13,746,2,23.1,23.1
A1012,Cedar Ventures,retail,smb,APAC,JP,2025-06-05,2,6,26,1656,5,22.4,16.299999999999997
A1012,Cedar Ventures,retail,smb,APAC,JP,2025-06-28,2,4,10,659,2,24.9,19.4
A1012,Cedar Ventures,retail,smb,APAC,JP,2025-06-29,2,2,7,334,2,25.3,18.6
A1012,Cedar Ventures,retail,smb,APAC,JP,2025-06-30,2,6,27,1505,5,25.6,18.6
A1013,River Foods,manufacturing,mid_market,NA,US,2025-06-24,3,3,35,1656,7,26.7,23.233333333333334
A1017,Summit Analytics,financial_services,mid_market,EMEA,UK,2025-06-24,2,6,36,1808,9,33.4,33.25
A1019,Sierra Systems,education,smb,APAC,JP,2025-06-10,2,3,19,1065,3,15.1,12.05
A1019,Sierra Systems,education,smb,APAC,JP,2025-06-20,2,3,19,821,3,15.6,13.399999999999999
A1020,Pioneer Network,travel,smb,EMEA,FR,2025-06-17,1,1,7,317,1,20.2,20.2
A1021,Apex Logistics,software,smb,NA,US,2025-06-16,1,4,17,777,5,21.7,21.7
A1021,Apex Logistics,software,smb,NA,US,2025-06-21,1,3,8,554,2,23.0,23.0
A1021,Apex Logistics,software,smb,NA,US,2025-06-25,1,6,31,1930,5,22.5,22.5
A1022,Summit Collective,retail,smb,APAC,NZ,2025-06-05,2,3,19,741,4,13.7,12.3
A1022,Summit Collective,retail,smb,APAC,NZ,2025-06-28,2,2,7,314,2,17.6,15.8
A1022,Summit Collective,retail,smb,APAC,NZ,2025-06-29,2,3,10,517,2,18.4,16.1
A1022,Summit Collective,retail,smb,APAC,NZ,2025-06-30,2,3,17,909,3,18.1,15.950000000000001
A1023,Atlas Systems,education,smb,NA,CA,2025-06-07,1,3,8,557,2,12.3,12.3
A1024,Sierra Group,manufacturing,smb,NA,CA,2025-06-05,2,2,15,824,4,15.8,15.75
A1024,Sierra Group,manufacturing,smb,NA,CA,2025-06-28,2,3,10,524,3,20.1,18.85
A1024,Sierra Group,manufacturing,smb,NA,CA,2025-06-29,2,2,8,541,2,20.2,19.95
A1024,Sierra Group,manufacturing,smb,NA,CA,2025-06-30,2,3,17,985,4,20.5,20.05
A1025,Bright Capital,education,smb,EMEA,UK,2025-06-07,1,3,7,428,2,23.0,23.0
A1026,Pioneer Capital,education,smb,NA,CA,2025-06-12,1,6,22,1282,5,12.6,12.6
A1027,BluePeak Health,retail,smb,APAC,SG,2025-06-01,2,2,8,392,1,16.8,14.65
A1027,BluePeak Health,retail,smb,APAC,SG,2025-06-08,2,2,8,499,2,18.2,15.95
A1027,BluePeak Health,retail,smb,APAC,SG,2025-06-14,2,4,11,653,3,19.5,17.05
A1028,Apex Energy,energy,mid_market,APAC,SG,2025-06-16,2,3,21,1017,4,30.3,27.6
A1028,Apex Energy,energy,mid_market,APAC,SG,2025-06-21,2,5,17,752,4,31.2,28.5
A1028,Apex Energy,energy,mid_market,APAC,SG,2025-06-25,2,7,44,2348,7,32.1,29.25
A1030,Northwind Analytics,financial_services,enterprise,EMEA,UK,2025-06-04,4,7,72,4230,11,42.8,38.099999999999994
A1030,Northwind Analytics,financial_services,enterprise,EMEA,UK,2025-06-09,4,9,71,4733,14,44.2,39.325
A1031,Helio Holdings,healthcare,mid_market,APAC,AU,2025-06-02,3,6,38,2424,9,36.0,29.066666666666666
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-05,2,10,41,2123,9,34.9,28.15
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-28,2,6,20,1196,5,36.6,31.25
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-29,2,7,19,1073,2,38.2,32.0
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-30,2,11,56,3786,9,38.3,31.9
A1034,Helio Partners,travel,smb,NA,CA,2025-06-04,2,5,25,1012,5,14.7,13.8
A1034,Helio Partners,travel,smb,NA,CA,2025-06-09,2,3,17,878,4,16.7,14.7
A1035,Bright Retail,retail,mid_market,EMEA,UK,2025-06-12,3,9,47,2870,11,37.2,27.833333333333332
A1038,River Systems,logistics,smb,APAC,AU,2025-06-02,2,3,15,1084,3,22.0,21.5
A1039,Nova Group,media,smb,EMEA,FR,2025-06-04,1,4,19,993,5,18.5,18.5
A1039,Nova Group,media,smb,EMEA,FR,2025-06-09,1,4,18,1100,5,19.2,19.2
A1040,Harbor Collective,healthcare,mid_market,APAC,SG,2025-06-02,3,7,38,1975,6,36.2,27.766666666666666
A1041,Cedar Logistics,media,mid_market,EMEA,NL,2025-06-12,3,6,38,1738,7,32.5,23.96666666666667
A1044,Summit Holdings,software,smb,EMEA,NL,2025-06-11,1,2,9,591,2,13.7,13.7
A1044,Summit Holdings,software,smb,EMEA,NL,2025-06-19,1,4,19,1201,4,13.4,13.4
A1045,Nova Holdings,manufacturing,enterprise,NA,CA,2025-06-11,4,11,91,5306,20,65.0,51.575
A1045,Nova Holdings,manufacturing,enterprise,NA,CA,2025-06-19,4,11,86,5518,19,67.0,52.324999999999996
A1046,Pioneer Solutions,education,smb,NA,CA,2025-06-01,1,1,4,226,1,12.8,12.8
A1046,Pioneer Solutions,education,smb,NA,CA,2025-06-08,1,1,4,247,1,13.9,13.9
A1046,Pioneer Solutions,education,smb,NA,CA,2025-06-14,1,3,7,488,1,14.1,14.1
A1047,Orchid Global,healthcare,enterprise,APAC,AU,2025-06-17,3,13,85,4531,17,66.0,54.5
A1048,Orchid Capital,financial_services,enterprise,APAC,NZ,2025-06-04,3,12,79,4069,17,52.6,40.199999999999996
A1048,Orchid Capital,financial_services,enterprise,APAC,NZ,2025-06-09,3,13,76,3834,11,52.9,40.833333333333336
A1049,Northwind Network,energy,enterprise,NA,CA,2025-06-17,3,14,88,5169,14,69.1,59.800000000000004
A1050,Cedar Energy,software,smb,APAC,JP,2025-06-01,2,2,8,391,2,16.2,15.05
A1050,Cedar Energy,software,smb,APAC,JP,2025-06-08,2,2,8,543,1,16.7,15.6
A1050,Cedar Energy,software,smb,APAC,JP,2025-06-14,2,1,6,318,1,16.8,16.4
A1051,Lighthouse Systems,media,smb,EMEA,UK,2025-06-12,1,4,15,1079,3,23.5,23.5
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-10,2,8,38,2147,7,33.9,28.7
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-20,2,10,43,2234,10,34.2,29.450000000000003
A1053,Bright Health,media,mid_market,NA,CA,2025-06-04,3,8,47,3265,9,39.4,36.900000000000006
A1053,Bright Health,media,mid_market,NA,CA,2025-06-09,3,7,38,2092,8,40.2,37.699999999999996
A1054,Granite Labs,manufacturing,mid_market,APAC,NZ,2025-06-06,3,10,51,2922,8,41.1,37.166666666666664
A1054,Granite Labs,manufacturing,mid_market,APAC,NZ,2025-06-15,3,6,20,1258,5,42.6,38.4
A1055,Pioneer Systems,travel,mid_market,EMEA,FR,2025-06-03,2,6,37,1507,6,28.9,24.85
A1056,Delta Global,retail,mid_market,APAC,AU,2025-06-18,3,7,45,2368,9,41.4,38.93333333333333
A1056,Delta Global,retail,mid_market,APAC,AU,2025-06-22,3,5,18,1231,4,43.8,40.5
A1056,Delta Global,retail,mid_market,APAC,AU,2025-06-26,3,8,43,2610,10,44.4,41.266666666666666
A1056,Delta Global,retail,mid_market,APAC,AU,2025-06-27,3,7,45,2342,8,44.3,41.63333333333333
A1057,Harbor Partners,education,enterprise,APAC,NZ,2025-06-03,4,7,73,4354,15,53.4,40.275000000000006
A1058,Evergreen Analytics,travel,smb,EMEA,UK,2025-06-18,2,5,27,1962,5,22.5,21.15
A1058,Evergreen Analytics,travel,smb,EMEA,UK,2025-06-22,2,5,13,1004,3,24.8,22.05
A1058,Evergreen Analytics,travel,smb,EMEA,UK,2025-06-26,2,3,18,953,4,23.4,21.2
A1058,Evergreen Analytics,travel,smb,EMEA,UK,2025-06-27,2,5,23,1166,5,23.5,22.35
A1059,Evergreen Partners,education,mid_market,NA,CA,2025-06-11,2,3,24,1411,4,38.8,29.549999999999997
A1059,Evergreen Partners,education,mid_market,NA,CA,2025-06-19,2,4,25,1416,4,40.2,30.900000000000002
A1060,Cedar Foods,healthcare,mid_market,NA,CA,2025-06-12,2,9,38,2142,6,26.9,19.45
A1061,Atlas Capital,travel,enterprise,EMEA,FR,2025-06-07,3,4,26,1220,4,43.9,37.23333333333333
A1062,Delta Manufacturing,travel,enterprise,EMEA,NL,2025-06-02,3,12,66,3434,15,56.5,45.79999999999999
A1064,Atlas Health,education,smb,NA,US,2025-06-01,1,1,4,250,1,22.7,22.7
A1064,Atlas Health,education,smb,NA,US,2025-06-08,1,1,4,257,1,24.5,24.5
A1064,Atlas Health,education,smb,NA,US,2025-06-14,1,2,6,472,1,24.6,24.6
A1065,Vertex Partners,manufacturing,mid_market,NA,US,2025-06-24,2,8,41,2822,10,25.6,24.75
A1067,Maple Energy,healthcare,mid_market,NA,CA,2025-06-07,2,3,13,832,3,30.4,26.6
