ID,NAME,IS_SUPERHOST,CREATED_AT,UPDATED_AT,dbt_scd_id,dbt_updated_at,dbt_valid_from,dbt_valid_to
143180,Claudio&Irina,f,2010-08-16 15:09:42,2010-08-16 15:09:42,10efeb0f56ad4bf7baadf35a65715083,2010-08-16 15:09:42,2010-08-16 15:09:42,2024-06-01 00:00:00
145583,Christian,f,2016-10-19 11:41:00,2016-10-19 11:41:00,4e3b252805e6a97f12d470531bea71e7,2016-10-19 11:41:00,2016-10-19 11:41:00,2024-06-01 00:00:00
145808,Veronika,f,2012-02-13 18:07:54,2012-02-13 18:07:54,0ca2bd53d59b53b07d78bc7488713291,2012-02-13 18:07:54,2012-02-13 18:07:54,2024-06-01 00:00:00
147778,Filippo,f,2014-07-07 14:33:00,2014-07-07 14:33:00,88ca51e663143970de8eee8ac282b306,2014-07-07 14:33:00,2014-07-07 14:33:00,2024-06-01 00:00:00
149093,Rob,t,2014-01-01 15:09:31,2014-01-01 15:09:31,21117d8e0f9ac495f280634bd7110418,2014-01-01 15:09:31,2014-01-01 15:09:31,2024-06-01 00:00:00
151200,Brilliant Apartments,t,2019-02-17 15:30:35,2019-02-17 15:30:35,7e00011dddc40c4167c60456f4b70639,2019-02-17 15:30:35,2019-02-17 15:30:35,2024-06-01 00:00:00
151248,Flo,t,2011-06-05 15:14:50,2011-06-05 15:14:50,7d84f85074ef3073b4ed928b2b6bc4a1,2011-06-05 15:14:50,2011-06-05 15:14:50,2024-06-01 00:00:00
156897,Helen,f,2012-09-15 05:40:21,2012-09-15 05:40:21,2ed4c0962d95e5621b4212674c0cdd21,2012-09-15 05:40:21,2012-09-15 05:40:21,2024-06-01 00:00:00
158127,Friedrich,f,2017-01-06 05:25:51,2017-01-06 05:25:51,d7b2594a66a08239afc1079c1edba046,2017-01-06 05:25:51,2017-01-06 05:25:51,2024-06-01 00:00:00
159734,Bernd,f,2010-07-22 02:38:14,2010-07-22 02:38:14,4c46bf43d9f4d352cbb911695d5a7bfa,2010-07-22 02:38:14,2010-07-22 02:38:14,2024-06-01 00:00:00
160191,Surian,f,2016-09-30 07:30:29,2016-09-30 07:30:29,fa1e04382a2b1a8f0b40b2dd571dcd67,2016-09-30 07:30:29,2016-09-30 07:30:29,2024-06-01 00:00:00
161221,Marcus,t,2016-04-06 06:40:24,2016-04-06 06:40:24,7926263f43e8d8cd153392f8808088f3,2016-04-06 06:40:24,2016-04-06 06:40:24,2024-06-01 00:00:00
161823,Iván,f,2016-07-10 09:55:31,2016-07-10 09:55:31,52c51db8db6e8c37692cfbba1fa8436a,2016-07-10 09:55:31,2016-07-10 09:55:31,2024-06-01 00:00:00
161864,Mia,f,2019-08-29 05:02:31,2019-08-29 05:02:31,0a5e4c0295dbfa3b93199fc70d3138cc,2019-08-29 05:02:31,2019-08-29 05:02:31,2024-06-01 00:00:00
162648,Djuneid,t,2018-11-24 02:17:33,2018-11-24 02:17:33,a48b454f9a4312b803ed4bbff5e4082e,2018-11-24 02:17:33,2018-11-24 02:17:33,2024-06-01 00:00:00
163384,Alan & Kasia StayBearlin,f,2010-09-06 18:10:29,2010-09-06 18:10:29,55bef0d3b4b18a4ba92d08126736e5e8,2010-09-06 18:10:29,2010-09-06 18:10:29,2024-06-01 00:00:00
164321,Res,f,2018-07-29 01:43:49,2018-07-29 01:43:49,c57a3432825bab2593a004a3260e61a7,2018-07-29 01:43:49,2018-07-29 01:43:49,2024-06-01 00:00:00
166294,Ann-Kristin,f,2021-11-15 03:17:59,2021-11-15 03:17:59,1589ac2b1fce44fb43c62a3fe27fc6cd,2021-11-15 03:17:59,2021-11-15 03:17:59,2024-06-01 00:00:00
171057,John,f,2014-05-11 15:18:50,2014-05-11 15:18:50,590b09caedf1623c82a057001186d06d,2014-05-11 15:18:50,2014-05-11 15:18:50,2024-06-01 00:00:00
174970,Judith,f,2012-03-23 21:26:31,2012-03-23 21:26:31,d36fd54bac60c25c26a86468df55f658,2012-03-23 21:26:31,2012-03-23 21:26:31,2024-06-01 00:00:00
179110,Bn,f,2010-08-11 09:47:51,2010-08-11 09:47:51,b025399e32ae57be6324ce979a22d326,2010-08-11 09:47:51,2010-08-11 09:47:51,2024-06-01 00:00:00
179872,Sebastian,f,2014-09-22 00:30:45,2014-09-22 00:30:45,5aa74c4154103dcf814fd0e4b61b3f24,2014-09-22 00:30:45,2014-09-22 00:30:45,2024-06-01 00:00:00
186851,Tina,t,2011-01-15 18:12:45,2011-01-15 18:12:45,90525785901a809e3ddf4caa9ea423ea,2011-01-15 18:12:45,2011-01-15 18:12:45,2024-06-01 00:00:00
187941,Marco,f,2016-03-17 14:26:11,2016-03-17 14:26:11,ad1775be8f9b3f54cdbcad97fc71e4c2,2016-03-17 14:26:11,2016-03-17 14:26:11,2024-06-01 00:00:00
194957,Robert,f,2010-09-20 04:09:56,2010-09-20 04:09:56,b076fefddb7b3b1efaa2a5393292ed62,2010-09-20 04:09:56,2010-09-20 04:09:56,2024-06-01 00:00:00
196413,Sebastian,f,2014-12-22 13:16:22,2014-12-22 13:16:22,b41f5416c17442a3327a972c3f8fa186,2014-12-22 13:16:22,2014-12-22 13:16:22,2024-06-01 00:00:00
201786,Andrea,f,2021-06-28 15:39:11,2021-06-28 15:39:11,580e1e47699a1e76cffe5b00421f3165,2021-06-28 15:39:11,2021-06-28 15:39:11,2024-06-01 00:00:00
201936,Giorgio,t,2014-01-01 07:33:12,2014-01-01 07:33:12,d833271e40b87fb483aba9d7dedeed2a,2014-01-01 07:33:12,2014-01-01 07:33:12,2024-06-01 00:00:00
203248,Oliver Andreas,f,2021-10-21 17:48:18,2021-10-21 17:48:18,3c11a2a7dfdf45ae6acf46feaf7c7bc6,2021-10-21 17:48:18,2021-10-21 17:48:18,2024-06-01 00:00:00
204484,Richard,f,2019-09-25 23:06:33,2019-09-25 23:06:33,787736b7c8b26b4f269fe3c3a8225d38,2019-09-25 23:06:33,2019-09-25 23:06:33,2024-06-01 00:00:00
206108,Nicholas,f,2015-05-12 12:30:29,2015-05-12 12:30:29,92baf1016b8a8fe0fd4c16edfe5f42a8,2015-05-12 12:30:29,2015-05-12 12:30:29,2024-06-01 00:00:00
206338,Heike,t,2012-07-22 09:59:56,2012-07-22 09:59:56,c802de5c926659cf1ab0fd23b2918951,2012-07-22 09:59:56,2012-07-22 09:59:56,2024-06-01 00:00:00
213446,Alisa,f,2017-06-11 15:47:01,2017-06-11 15:47:01,cf25adf97c34042b6b2195bce6185299,2017-06-11 15:47:01,2017-06-11 15:47:01,2024-06-01 00:00:00
214527,Can,f,2014-04-27 09:44:07,2014-04-27 09:44:07,43e90c109e49685010b20d332f62c38a,2014-04-27 09:44:07,2014-04-27 09:44:07,2024-06-01 00:00:00
218479,Laura,f,2010-09-16 15:06:12,2010-09-16 15:06:12,1f93f53699c1df68c93faf063d6f971e,2010-09-16 15:06:12,2010-09-16 15:06:12,2024-06-01 00:00:00
228016,Jan&Elena,f,2012-06-19 07:13:43,2012-06-19 07:13:43,5b95ba1377d30d56a26707677ab5e7f3,2012-06-19 07:13:43,2012-06-19 07:13:43,2024-06-01 00:00:00
234391,Per,f,2021-11-13 20:54:40,2021-11-13 20:54:40,6d0f6f42c0f6cc6f277d19993acfce75,2021-11-13 20:54:40,2021-11-13 20:54:40,2024-06-01 00:00:00
235351,Hendrik,t,2018-09-03 17:09:21,2018-09-03 17:09:21,aa7ba3510a18b1a208f2f7077637279b,2018-09-03 17:09:21,2018-09-03 17:09:21,2024-06-01 00:00:00
239309,Martin,f,2015-09-20 11:40:58,2015-09-20 11:40:58,05d81fa9e73bc32c88271978a2b798ae,2015-09-20 11:40:58,2015-09-20 11:40:58,2024-06-01 00:00:00
245517,Martin,f,2018-10-12 20:37:39,2018-10-12 20:37:39,d3dc3601e10aeb2de326ad29b52aa343,2018-10-12 20:37:39,2018-10-12 20:37:39,2024-06-01 00:00:00
246313,Lex,f,2015-12-31 13:12:09,2015-12-31 13:12:09,9e68860453f5e5c3fc251c0d1a2ba317,2015-12-31 13:12:09,2015-12-31 13:12:09,2024-06-01 00:00:00
246684,Ellen,f,2021-11-02 03:07:21,2021-11-02 03:07:21,24a16973789de7f718c134b103c1e27a,2021-11-02 03:07:21,2021-11-02 03:07:21,2024-06-01 00:00:00
246890,Imme,t,2012-04-01 02:55:06,2012-04-01 02:55:06,b1891649d0e2ea0f7e6d96a9f4df0eaf,2012-04-01 02:55:06,2012-04-01 02:55:06,2024-06-01 00:00:00
248690,Nils,f,2017-08-15 05:07:00,2017-08-15 05:07:00,0aa4c60823c6b59b0e29bbdcd44bd44a,2017-08-15 05:07:00,2017-08-15 05:07:00,2024-06-01 00:00:00
249501,Elfie And  Paul,f,2011-05-31 16:44:56,2011-05-31 16:44:56,212b3addc1d6cab5915bce0039829cd6,2011-05-31 16:44:56,2011-05-31 16:44:56,2024-06-01 00:00:00
254200,Jazmin,f,2021-07-03 18:19:22,2021-07-03 18:19:22,7187a3049510544f2b6d0c4c73da195b,2021-07-03 18:19:22,2021-07-03 18:19:22,2024-06-01 00:00:00
261488,P. Charlotte,f,2013-04-12 13:12:07,2013-04-12 13:12:07,66a7bd22d99c92b2af55f38421302a21,2013-04-12 13:12:07,2013-04-12 13:12:07,2024-06-01 00:00:00
264020,Lena,f,2014-08-30 06:47:16,2014-08-30 06:47:16,3b9ef1da9cfafb7e72ab2ba8b6a6a445,2014-08-30 06:47:16,2014-08-30 06:47:16,2024-06-01 00:00:00
264072,Britta,t,2013-03-06 13:26:04,2013-03-06 13:26:04,ac5f5dbd58810dbc72391361b1e20a45,2013-03-06 13:26:04,2013-03-06 13:26:04,2024-06-01 00:00:00
265689,Eray,f,2021-10-25 16:34:40,2021-10-25 16:34:40,f0d2cc47edbdc825e3b78e9e3daf8abb,2021-10-25 16:34:40,2021-10-25 16:34:40,2024-06-01 00:00:00
269771,Danilo,f,2018-12-10 11:56:35,2018-12-10 11:56:35,c9e20b804ab583311874f39d3092147a,2018-12-10 11:56:35,2018-12-10 11:56:35,2024-06-01 00:00:00
272316,Desiree,f,2010-07-03 11:22:21,2010-07-03 11:22:21,bb4c84c15ee684c81c2dde36083fa8ff,2010-07-03 11:22:21,2010-07-03 11:22:21,2024-06-01 00:00:00
276540,Edward Mitchell,t,2013-03-25 17:46:11,2013-03-25 17:46:11,1466d38c26f54c7d04667ffd21912ce6,2013-03-25 17:46:11,2013-03-25 17:46:11,2024-06-01 00:00:00
280605,Johanna,f,2015-07-20 19:54:02,2015-07-20 19:54:02,ef6f510c49dd25773eb566c8eeb92eb8,2015-07-20 19:54:02,2015-07-20 19:54:02,2024-06-01 00:00:00
281614,Katja,t,2011-08-24 21:37:21,2011-08-24 21:37:21,99b7920ed6b7c5cb20724866b75a6b2c,2011-08-24 21:37:21,2011-08-24 21:37:21,2024-06-01 00:00:00
282786,Amanda,f,2016-11-18 20:25:02,2016-11-18 20:25:02,ca609c56356c56d1ee923d77d3aeed37,2016-11-18 20:25:02,2016-11-18 20:25:02,2024-06-01 00:00:00
286494,Project A,f,2012-05-02 09:00:38,2012-05-02 09:00:38,6e85666996468e7f0b6fc8ed91a707db,2012-05-02 09:00:38,2012-05-02 09:00:38,2024-06-01 00:00:00
296424,Sören,f,2013-02-19 15:25:36,2013-02-19 15:25:36,7abff104ca2edbd6742f86ea4dc00535,2013-02-19 15:25:36,2013-02-19 15:25:36,2024-06-01 00:00:00
297078,Alexander,t,2015-01-03 23:24:04,2015-01-03 23:24:04,1c8771a00424b8c904779691dce28d6c,2015-01-03 23:24:04,2015-01-03 23:24:04,2024-06-01 00:00:00
302404,Mario,f,2021-10-30 13:38:41,2021-10-30 13:38:41,9893da4d06107d70e2ac2fe8e3484564,2021-10-30 13:38:41,2021-10-30 13:38:41,2024-06-01 00:00:00
308290,Aaron,f,2018-02-06 08:53:52,2018-02-06 08:53:52,8b0d38e277c345712d9a7760f834c518,2018-02-06 08:53:52,2018-02-06 08:53:52,2024-06-01 00:00:00
308441,Amit,f,2012-07-14 13:07:47,2012-07-14 13:07:47,73c72e3d6ee4642d3dc7ae17e53290ba,2012-07-14 13:07:47,2012-07-14 13:07:47,2024-06-01 00:00:00
309364,Kreuzberger,f,2016-09-27 02:16:45,2016-09-27 02:16:45,ab6edfd8b5980771fd0b279202d12d85,2016-09-27 02:16:45,2016-09-27 02:16:45,2024-06-01 00:00:00
311022,Antonia,f,2012-05-20 07:06:36,2012-05-20 07:06:36,e1face41b23efe5176800e582163f61d,2012-05-20 07:06:36,2012-05-20 07:06:36,2024-06-01 00:00:00
312373,Christian,t,2011-06-08 17:37:40,2011-06-08 17:37:40,588fa87a81be7259dcba34f216973377,2011-06-08 17:37:40,2011-06-08 17:37:40,2024-06-01 00:00:00
312427,Yoan,f,2018-09-07 10:12:51,2018-09-07 10:12:51,cffbb6a0e38268fc4c8e157a28484f46,2018-09-07 10:12:51,2018-09-07 10:12:51,2024-06-01 00:00:00
312896,Stephan,f,2011-09-12 15:35:20,2011-09-12 15:35:20,834f65d77f01c73889876005b9c106f9,2011-09-12 15:35:20,2011-09-12 15:35:20,2024-06-01 00:00:00
315681,Mirjam,t,2011-10-08 14:53:09,2011-10-08 14:53:09,f3e0064fb2f11b3d059562c3ee68c332,2011-10-08 14:53:09,2011-10-08 14:53:09,2024-06-01 00:00:00
317464,Carla,f,2016-08-04 13:52:42,2016-08-04 13:52:42,055da622183b21e1d6b8852d9a4befd2,2016-08-04 13:52:42,2016-08-04 13:52:42,2024-06-01 00:00:00
333520,Ben,f,2013-07-19 07:17:02,2013-07-19 07:17:02,927900275dc40e1f823a784998384489,2013-07-19 07:17:02,2013-07-19 07:17:02,2024-06-01 00:00:00
336850,Cedric,f,2017-12-31 08:39:13,2017-12-31 08:39:13,c8c7541d0ec4df7284a2c9a848d86f2d,2017-12-31 08:39:13,2017-12-31 08:39:13,2024-06-01 00:00:00
337396,Mike,f,2015-03-22 08:34:10,2015-03-22 08:34:10,2b3f69b489cffed8b18da1489139c8f3,2015-03-22 08:34:10,2015-03-22 08:34:10,2024-06-01 00:00:00
342965,Matthew,f,2018-11-26 11:47:16,2018-11-26 11:47:16,26ecaedddb3a881525e1c694612e07c5,2018-11-26 11:47:16,2018-11-26 11:47:16,2024-06-01 00:00:00
344615,Melissa,f,2012-07-10 09:31:26,2012-07-10 09:31:26,27863349e143a5f31c1ca1ad1efe56b8,2012-07-10 09:31:26,2012-07-10 09:31:26,2024-06-01 00:00:00
344665,Jacob,t,2013-12-30 18:11:46,2013-12-30 18:11:46,ce68b1209818319b09ee8ff910d05ccc,2013-12-30 18:11:46,2013-12-30 18:11:46,2024-06-01 00:00:00
347279,Gareth,f,2013-07-14 07:19:40,2013-07-14 07:19:40,772fa02ea69bd0c03cb1acb70863d1be,2013-07-14 07:19:40,2013-07-14 07:19:40,2024-06-01 00:00:00
351073,Daniel,t,2018-06-27 13:08:17,2018-06-27 13:08:17,92a87fa4e9ff0af93526df860622a773,2018-06-27 13:08:17,2018-06-27 13:08:17,2024-06-01 00:00:00
353585,Emmy,f,2020-11-07 04:45:35,2020-11-07 04:45:35,e36796f9744165768f94231bf32acdbd,2020-11-07 04:45:35,2020-11-07 04:45:35,2024-06-01 00:00:00
358915,Diana,f,2012-04-07 20:06:12,2012-04-07 20:06:12,7acc10042303a4eb55c78348d7849198,2012-04-07 20:06:12,2012-04-07 20:06:12,2024-06-01 00:00:00
359011,Christine,f,2021-10-23 05:12:33,2021-10-23 05:12:33,e90d5371391dd773ca29724b89d947a4,2021-10-23 05:12:33,2021-10-23 05:12:33,2024-06-01 00:00:00
361507,Nathalie,f,2016-03-03 20:29:04,2016-03-03 20:29:04,95a3aed61c38bebd4a1867f8e95721b0,2016-03-03 20:29:04,2016-03-03 20:29:04,2024-06-01 00:00:00
368264,Paulailusion,f,2014-10-24 17:07:44,2014-10-24 17:07:44,d9043cbe91bf8b96e5a798e866fef2e9,2014-10-24 17:07:44,2014-10-24 17:07:44,2024-06-01 00:00:00
369677,Nikhil,f,2020-04-17 21:18:09,2020-04-17 21:18:09,29fdaf47b6c4b7a6e82428a98423fb1d,2020-04-17 21:18:09,2020-04-17 21:18:09,2024-06-01 00:00:00
381006,Svetlana,f,2017-01-19 14:44:13,2017-01-19 14:44:13,7fe71daaee3bb6d3cd0f64879868c200,2017-01-19 14:44:13,2017-01-19 14:44:13,2024-06-01 00:00:00
384365,Katinka,t,2017-08-19 01:40:19,2017-08-19 01:40:19,85fc9fca65dc9a0253b65aab74aaecce,2017-08-19 01:40:19,2017-08-19 01:40:19,2024-06-01 00:00:00
386940,Elisabeth,f,2014-06-17 06:30:41,2014-06-17 06:30:41,4de74c54e3cf94ed0b5c0507a99e9384,2014-06-17 06:30:41,2014-06-17 06:30:41,2024-06-01 00:00:00
390380,Kristina,f,2017-05-25 14:19:52,2017-05-25 14:19:52,b3c494f04162e519fc15105db9003b0a,2017-05-25 14:19:52,2017-05-25 14:19:52,2024-06-01 00:00:00
390761,Matt,t,2016-08-23 22:26:00,2016-08-23 22:26:00,de5d82cdc13490ba9d2b3d74c683d7e0,2016-08-23 22:26:00,2016-08-23 22:26:00,2024-06-01 00:00:00
394381,Mesut,f,2016-08-07 15:04:14,2016-08-07 15:04:14,e5551e99740fb46c8ee4e220988449a9,2016-08-07 15:04:14,2016-08-07 15:04:14,2024-06-01 00:00:00
396915,Sonja,f,2013-06-29 10:46:13,2013-06-29 10:46:13,dbd27154d888d4309dbfb0c886dcdb60,2013-06-29 10:46:13,2013-06-29 10:46:13,2024-06-01 00:00:00
399745,Jan,t,2012-04-25 08:08:34,2012-04-25 08:08:34,87eb89aeaea651885264fe8eca1a6d77,2012-04-25 08:08:34,2012-04-25 08:08:34,2024-06-01 00:00:00
417276,Askan,t,2016-07-12 05:10:46,2016-07-12 05:10:46,024237e328cd45560d891c2aee60740b,2016-07-12 05:10:46,2016-07-12 05:10:46,2024-06-01 00:00:00
422837,Francesca,f,2012-02-07 00:14:03,2012-02-07 00:14:03,2a1801631701a5bde967ba1fd7f08875,2012-02-07 00:14:03,2012-02-07 00:14:03,2024-06-01 00:00:00
424604,Daniel,f,2013-08-12 18:55:54,2013-08-12 18:55:54,4109b2559a648abaaa19c01e8c9c9344,2013-08-12 18:55:54,2013-08-12 18:55:54,2024-06-01 00:00:00
425899,Bernd+Katja :-),t,2011-04-09 14:24:28,2011-04-09 14:24:28,c64887b017d26c49b9055de74f6309da,2011-04-09 14:24:28,2011-04-09 14:24:28,2024-06-01 00:00:00
429311,Francesco,t,2021-04-12 12:07:42,2021-04-12 12:07:42,6d8452e0acab3ceeb34a6278179b8a8c,2021-04-12 12:07:42,2021-04-12 12:07:42,2024-06-01 00:00:00
437628,Oliver,t,2011-04-04 10:38:05,2011-04-04 10:38:05,e1d09eb40cf9e5fc02fa5e20b2ccdc41,2011-04-04 10:38:05,2011-04-04 10:38:05,2024-06-01 00:00:00
443499,Anton,t,2015-08-03 20:42:54,2015-08-03 20:42:54,5fbbf4ce410e9f6bc4d79742ffae78d1,2015-08-03 20:42:54,2015-08-03 20:42:54,2024-06-01 00:00:00
443681,Lasse,t,2013-01-05 15:22:19,2013-01-05 15:22:19,5ee5a95850c24c5c8b710bef3c05ce94,2013-01-05 15:22:19,2013-01-05 15:22:19,2024-06-01 00:00:00
447160,Leonard,t,2013-04-22 07:30:43,2013-04-22 07:30:43,ba6cbadd6c8ceed5ac6249f7138cf381,2013-04-22 07:30:43,2013-04-22 07:30:43,2024-06-01 00:00:00
447761,Nina,f,2021-11-06 21:52:47,2021-11-06 21:52:47,5b0912aa0fa8416ee40e97d152aab8f3,2021-11-06 21:52:47,2021-11-06 21:52:47,2024-06-01 00:00:00
451311,Ruth,f,2015-04-18 16:47:49,2015-04-18 16:47:49,8e829dfd59a7fb71458d58050cf10641,2015-04-18 16:47:49,2015-04-18 16:47:49,2024-06-01 00:00:00
452231,Teresa,f,2016-04-12 06:53:48,2016-04-12 06:53:48,ebd8f3ae01410c7eb0915a12ba82ecac,2016-04-12 06:53:48,2016-04-12 06:53:48,2024-06-01 00:00:00
454103,Benjamin,t,2015-07-27 21:25:26,2015-07-27 21:25:26,cb41d097964acc36820f64f963e4bd24,2015-07-27 21:25:26,2015-07-27 21:25:26,2024-06-01 00:00:00
