HOST_ID,is_currently_superhost,current_superhost_tenure,acct_age_before_achieving_superhost,status_change_count,last_status_change_at
206338,true,151,0,2,2025-01-01 00:00:00
213446,false,,2547,2,2025-01-01 00:00:00
214527,false,,3688,2,2025-01-01 00:00:00
218479,false,,5007,2,2025-01-01 00:00:00
228016,false,,4365,2,2025-01-01 00:00:00
234391,false,,931,2,2025-01-01 00:00:00
235351,true,151,0,2,2025-01-01 00:00:00
239309,false,,3177,2,2025-01-01 00:00:00
245517,false,,2059,2,2025-01-01 00:00:00
246313,false,,3075,2,2025-01-01 00:00:00
246684,false,,942,2,2025-01-01 00:00:00
246890,true,151,0,2,2025-01-01 00:00:00
248690,false,,2482,2,2025-01-01 00:00:00
249501,false,,4750,2,2025-01-01 00:00:00
254200,false,,1064,2,2025-01-01 00:00:00
261488,false,,4068,2,2025-01-01 00:00:00
264020,false,,3563,2,2025-01-01 00:00:00
264072,true,151,0,2,2025-01-01 00:00:00
265689,false,,950,2,2025-01-01 00:00:00
269771,false,,2000,2,2025-01-01 00:00:00
272316,false,,5082,2,2025-01-01 00:00:00
276540,true,151,0,2,2025-01-01 00:00:00
280605,false,,3239,2,2025-01-01 00:00:00
281614,true,151,0,2,2025-01-01 00:00:00
282786,false,,2752,2,2025-01-01 00:00:00
286494,false,,4413,2,2025-01-01 00:00:00
296424,false,,4120,2,2025-01-01 00:00:00
297078,true,151,0,2,2025-01-01 00:00:00
302404,false,,945,2,2025-01-01 00:00:00
308290,false,,2307,2,2025-01-01 00:00:00
308441,false,,4340,2,2025-01-01 00:00:00
309364,true,365,2804,1,2024-06-01 00:00:00
311022,true,365,4395,1,2024-06-01 00:00:00
312373,false,,0,1,2024-06-01 00:00:00
312427,true,365,2094,1,2024-06-01 00:00:00
312896,true,365,4646,1,2024-06-01 00:00:00
315681,false,,0,1,2024-06-01 00:00:00
317464,true,365,2858,1,2024-06-01 00:00:00
333520,true,365,3970,1,2024-06-01 00:00:00
336850,true,365,2344,1,2024-06-01 00:00:00
337396,true,365,3359,1,2024-06-01 00:00:00
342965,true,365,2014,1,2024-06-01 00:00:00
344615,true,365,4344,1,2024-06-01 00:00:00
344665,false,,0,1,2024-06-01 00:00:00
347279,true,365,3975,1,2024-06-01 00:00:00
351073,false,,0,1,2024-06-01 00:00:00
353585,true,365,1302,1,2024-06-01 00:00:00
358915,true,365,4438,1,2024-06-01 00:00:00
359011,true,365,952,1,2024-06-01 00:00:00
361507,true,365,3012,1,2024-06-01 00:00:00
368264,true,365,3508,1,2024-06-01 00:00:00
369677,true,365,1506,1,2024-06-01 00:00:00
381006,true,365,2690,1,2024-06-01 00:00:00
384365,false,,0,1,2024-06-01 00:00:00
386940,true,365,3637,1,2024-06-01 00:00:00
390380,true,365,2564,1,2024-06-01 00:00:00
390761,false,,0,1,2024-06-01 00:00:00
394381,true,365,2855,1,2024-06-01 00:00:00
396915,true,365,3990,1,2024-06-01 00:00:00
399745,false,,0,1,2024-06-01 00:00:00
417276,false,,0,1,2024-06-01 00:00:00
422837,true,365,4498,1,2024-06-01 00:00:00
424604,true,365,3946,1,2024-06-01 00:00:00
425899,false,,0,1,2024-06-01 00:00:00
429311,false,,0,1,2024-06-01 00:00:00
437628,false,,0,1,2024-06-01 00:00:00
443499,false,,0,1,2024-06-01 00:00:00
443681,false,,0,1,2024-06-01 00:00:00
447160,false,,0,1,2024-06-01 00:00:00
447761,true,365,938,1,2024-06-01 00:00:00
451311,true,365,3332,1,2024-06-01 00:00:00
452231,true,365,2972,1,2024-06-01 00:00:00
454103,false,,0,1,2024-06-01 00:00:00
454244,true,365,1773,1,2024-06-01 00:00:00
454712,true,365,947,1,2024-06-01 00:00:00
455176,true,365,3452,1,2024-06-01 00:00:00
456057,true,365,2675,1,2024-06-01 00:00:00
456085,false,,0,1,2024-06-01 00:00:00
467817,true,365,925,1,2024-06-01 00:00:00
467895,true,365,2169,1,2024-06-01 00:00:00
470146,true,365,4701,1,2024-06-01 00:00:00
472567,false,,0,1,2024-06-01 00:00:00
474705,true,365,2647,1,2024-06-01 00:00:00
477531,true,365,3725,1,2024-06-01 00:00:00
485824,true,365,2147,1,2024-06-01 00:00:00
485838,false,,0,1,2024-06-01 00:00:00
490965,true,365,2511,1,2024-06-01 00:00:00
493012,true,365,945,1,2024-06-01 00:00:00
493400,true,365,2354,1,2024-06-01 00:00:00
493494,true,365,945,1,2024-06-01 00:00:00
496754,true,365,3094,1,2024-06-01 00:00:00
498957,true,365,3082,1,2024-06-01 00:00:00
499725,true,365,4310,1,2024-06-01 00:00:00
509324,true,365,1045,1,2024-06-01 00:00:00
512909,true,365,1567,1,2024-06-01 00:00:00
514903,true,365,3018,1,2024-06-01 00:00:00
518154,true,365,2733,1,2024-06-01 00:00:00
518625,true,365,3628,1,2024-06-01 00:00:00
531005,true,365,2874,1,2024-06-01 00:00:00
539061,true,365,936,1,2024-06-01 00:00:00
540085,true,365,2285,1,2024-06-01 00:00:00
540534,true,365,4557,1,2024-06-01 00:00:00
544343,false,,0,1,2024-06-01 00:00:00
545015,false,,0,1,2024-06-01 00:00:00
545412,true,365,2142,1,2024-06-01 00:00:00
553892,true,365,942,1,2024-06-01 00:00:00
554154,true,365,2887,1,2024-06-01 00:00:00
560204,true,365,953,1,2024-06-01 00:00:00
560812,true,365,4236,1,2024-06-01 00:00:00
560831,true,365,3741,1,2024-06-01 00:00:00
561918,true,365,2061,1,2024-06-01 00:00:00
570951,true,365,4605,1,2024-06-01 00:00:00
572602,true,365,1861,1,2024-06-01 00:00:00
581300,true,365,2149,1,2024-06-01 00:00:00
582007,true,365,4189,1,2024-06-01 00:00:00
582197,true,365,2517,1,2024-06-01 00:00:00
584179,true,365,2828,1,2024-06-01 00:00:00
584750,true,365,3938,1,2024-06-01 00:00:00
590130,true,365,3605,1,2024-06-01 00:00:00
590973,true,365,3219,1,2024-06-01 00:00:00
594164,true,365,4741,1,2024-06-01 00:00:00
596097,false,,0,1,2024-06-01 00:00:00
601347,true,365,1335,1,2024-06-01 00:00:00
603167,true,365,3879,1,2024-06-01 00:00:00
603195,true,365,1619,1,2024-06-01 00:00:00
604588,false,,0,1,2024-06-01 00:00:00
623519,true,365,2257,1,2024-06-01 00:00:00
627959,false,,0,1,2024-06-01 00:00:00
628990,true,365,2416,1,2024-06-01 00:00:00
632174,false,,0,1,2024-06-01 00:00:00
632971,true,365,3348,1,2024-06-01 00:00:00
641197,true,151,1220,1,2025-01-01 00:00:00
641507,true,151,1144,1,2025-01-01 00:00:00
656774,true,151,2018,1,2025-01-01 00:00:00
661223,true,151,1161,1,2025-01-01 00:00:00
661390,true,151,2637,1,2025-01-01 00:00:00
662534,false,,0,1,2025-01-01 00:00:00
662565,false,,0,1,2025-01-01 00:00:00
665354,true,151,1154,1,2025-01-01 00:00:00
666728,true,151,2395,1,2025-01-01 00:00:00
671536,false,,0,1,2025-01-01 00:00:00
674978,false,,0,1,2025-01-01 00:00:00
676296,true,151,2788,1,2025-01-01 00:00:00
677856,true,151,1147,1,2025-01-01 00:00:00
683771,true,151,2206,1,2025-01-01 00:00:00
689609,true,151,2449,1,2025-01-01 00:00:00
696492,true,151,4887,1,2025-01-01 00:00:00
697166,true,151,1142,1,2025-01-01 00:00:00
698575,true,151,3496,1,2025-01-01 00:00:00
703879,true,151,2439,1,2025-01-01 00:00:00
704463,true,151,2934,1,2025-01-01 00:00:00
707701,true,151,1272,1,2025-01-01 00:00:00
708217,true,151,1986,1,2025-01-01 00:00:00
708304,true,151,4529,1,2025-01-01 00:00:00
708769,false,,0,1,2025-01-01 00:00:00
712073,false,,0,1,2025-01-01 00:00:00
712311,true,151,4139,1,2025-01-01 00:00:00
712973,true,151,4851,1,2025-01-01 00:00:00
716475,true,151,1143,1,2025-01-01 00:00:00
718340,true,151,3038,1,2025-01-01 00:00:00
718939,false,,0,1,2025-01-01 00:00:00
719464,false,,0,1,2025-01-01 00:00:00
720423,true,151,1164,1,2025-01-01 00:00:00
721022,true,151,3985,1,2025-01-01 00:00:00
725852,true,151,2367,1,2025-01-01 00:00:00
726769,false,,0,1,2025-01-01 00:00:00
727822,true,151,2441,1,2025-01-01 00:00:00
728298,true,151,3397,1,2025-01-01 00:00:00
730791,true,151,2933,1,2025-01-01 00:00:00
734807,true,151,3526,1,2025-01-01 00:00:00
738412,true,151,1164,1,2025-01-01 00:00:00
741614,true,151,1950,1,2025-01-01 00:00:00
743741,false,,0,1,2025-01-01 00:00:00
750165,true,151,4935,1,2025-01-01 00:00:00
756801,true,151,3090,1,2025-01-01 00:00:00
759922,true,151,3320,1,2025-01-01 00:00:00
761787,false,,0,1,2025-01-01 00:00:00
762672,true,151,1158,1,2025-01-01 00:00:00
763065,true,151,1929,1,2025-01-01 00:00:00
768877,true,151,1157,1,2025-01-01 00:00:00
774949,true,151,2682,1,2025-01-01 00:00:00
775103,true,151,4863,1,2025-01-01 00:00:00
776810,true,151,3188,1,2025-01-01 00:00:00
779213,true,151,4756,1,2025-01-01 00:00:00
783178,true,151,3569,1,2025-01-01 00:00:00
784423,true,151,3972,1,2025-01-01 00:00:00
788958,true,151,3193,1,2025-01-01 00:00:00
794712,false,,0,1,2025-01-01 00:00:00
796576,true,151,3636,1,2025-01-01 00:00:00
797804,true,151,1887,1,2025-01-01 00:00:00
801366,true,151,4213,1,2025-01-01 00:00:00
803717,true,151,4565,1,2025-01-01 00:00:00
809715,true,151,3450,1,2025-01-01 00:00:00
814026,true,151,4550,1,2025-01-01 00:00:00
818418,true,151,2061,1,2025-01-01 00:00:00
819379,true,151,1407,1,2025-01-01 00:00:00
820633,false,,0,1,2025-01-01 00:00:00
823691,true,151,2004,1,2025-01-01 00:00:00
824591,true,151,3473,1,2025-01-01 00:00:00
826078,false,,0,1,2025-01-01 00:00:00
826546,true,151,4864,1,2025-01-01 00:00:00
829048,true,151,3541,1,2025-01-01 00:00:00
831239,true,151,1147,1,2025-01-01 00:00:00
833209,true,151,3173,1,2025-01-01 00:00:00
833995,true,151,4793,1,2025-01-01 00:00:00
839045,true,151,2344,1,2025-01-01 00:00:00
839108,true,151,3246,1,2025-01-01 00:00:00
839532,true,151,4802,1,2025-01-01 00:00:00
843072,true,151,1149,1,2025-01-01 00:00:00
843326,false,,0,1,2025-01-01 00:00:00
843520,true,151,3039,1,2025-01-01 00:00:00
843558,true,151,2950,1,2025-01-01 00:00:00
845790,true,151,3399,1,2025-01-01 00:00:00
853446,true,151,4830,1,2025-01-01 00:00:00
857327,true,151,4757,1,2025-01-01 00:00:00
858675,true,151,1150,1,2025-01-01 00:00:00
859725,true,151,2830,1,2025-01-01 00:00:00
864399,true,151,4547,1,2025-01-01 00:00:00
866270,true,151,3191,1,2025-01-01 00:00:00
868242,false,,0,1,2025-01-01 00:00:00
868282,false,,0,1,2025-01-01 00:00:00
870254,true,151,3402,1,2025-01-01 00:00:00
870376,false,,0,1,2025-01-01 00:00:00
874215,true,151,1242,1,2025-01-01 00:00:00
876545,true,151,1143,1,2025-01-01 00:00:00
876782,true,151,3141,1,2025-01-01 00:00:00
877133,true,151,3298,1,2025-01-01 00:00:00
882801,true,151,4746,1,2025-01-01 00:00:00
882961,true,151,2110,1,2025-01-01 00:00:00
889228,true,151,2124,1,2025-01-01 00:00:00
889370,true,151,1157,1,2025-01-01 00:00:00
897665,true,1809,0,0,
898345,true,4749,0,0,
907115,true,1561,0,0,
908562,true,1411,0,0,
909226,true,3502,0,0,
911135,true,2902,0,0,
920085,true,4724,0,0,
920717,true,3579,0,0,
934287,true,2251,0,0,
944530,true,4982,0,0,
955509,true,4686,0,0,
956350,true,5001,0,0,
968243,true,3662,0,0,
969532,true,3775,0,0,
972575,true,1929,0,0,
973167,true,2578,0,0,
983936,true,3556,0,0,
994927,true,4086,0,0,
1027271,true,3949,0,0,
1039350,true,5011,0,0,
1040171,true,2564,0,0,
1057527,true,2944,0,0,
1093787,true,3689,0,0,
1107206,true,4936,0,0,
1107814,true,2667,0,0,
1142834,true,4423,0,0,
1146238,true,4995,0,0,
1151789,true,2124,0,0,
1156924,true,4926,0,0,
1175327,true,1470,0,0,
1183139,true,2852,0,0,
1185192,true,2651,0,0,
1194258,true,3943,0,0,
1196119,true,4877,0,0,
1197946,true,3973,0,0,
1205458,true,3269,0,0,
1219893,true,4909,0,0,
1228713,true,1435,0,0,
1244828,true,4803,0,0,
1246047,true,2051,0,0,
1247962,true,3142,0,0,
1250154,true,4959,0,0,
1259589,true,3410,0,0,
1262962,true,4777,0,0,
1271213,true,4056,0,0,
1271339,true,2387,0,0,
1274606,true,4800,0,0,
1275576,true,4547,0,0,
1275795,true,3721,0,0,
1293030,true,4654,0,0,
1293484,true,2549,0,0,
1294110,true,3846,0,0,
1300595,true,2008,0,0,
1303212,true,4877,0,0,
1310272,true,4697,0,0,
1310866,true,4724,0,0,
1311309,true,4349,0,0,
1312190,true,4906,0,0,
1312645,true,2290,0,0,
1315189,true,3032,0,0,
1316194,true,4411,0,0,
1318500,true,4727,0,0,
1318886,true,2621,0,0,
1343263,true,4728,0,0,
1345035,true,4613,0,0,
1345381,true,4666,0,0,
1352204,true,2049,0,0,
1354122,true,4753,0,0,
1361440,true,1528,0,0,
1367805,true,4385,0,0,
1385793,true,2439,0,0,
1399741,true,3399,0,0,
1404760,true,4103,0,0,
1407041,true,2555,0,0,
1420077,true,4759,0,0,
1422088,true,1535,0,0,
1424914,true,2191,0,0,
1428852,true,4779,0,0,
1450795,true,4327,0,0,
1452057,true,3264,0,0,
1464437,true,2455,0,0,
1466063,true,4127,0,0,
1472760,true,2892,0,0,
1483789,true,4625,0,0,
1500683,true,4225,0,0,
1531988,true,2462,0,0,
1546071,true,2320,0,0,
1561180,true,2204,0,0,
1575292,true,4824,0,0,
1581930,true,3616,0,0,
1602903,true,4761,0,0,
1641541,true,4418,0,0,
1644092,true,3766,0,0,
1670453,true,2770,0,0,
1725729,true,3565,0,0,
1749470,true,4235,0,0,
1756514,true,2435,0,0,
1760878,true,2140,0,0,
1787661,true,4790,0,0,
1802005,true,2471,0,0,
1819907,true,3194,0,0,
1823098,true,3603,0,0,
1832975,true,4797,0,0,
1836439,true,4690,0,0,
1843138,true,3405,0,0,
1845374,true,2661,0,0,
1885286,true,2241,0,0,
1886199,true,2142,0,0,
1888120,true,3227,0,0,
1903768,true,4716,0,0,
1914346,true,3501,0,0,
1977531,true,2934,0,0,
1980057,true,2476,0,0,
1992886,true,4786,0,0,
1999307,true,2625,0,0,
2003254,true,2140,0,0,
2008587,true,3055,0,0,
2028853,true,4645,0,0,
2041054,true,3673,0,0,
2110953,true,2801,0,0,
2115002,true,4789,0,0,
2158214,true,3241,0,0,
2202419,true,4648,0,0,
2214923,true,2898,0,0,
2219552,true,4456,0,0,
2228341,true,1728,0,0,
2254959,true,1779,0,0,
2262593,true,3215,0,0,
2264025,true,3237,0,0,
2271792,true,4690,0,0,
2283051,true,3223,0,0,
2295395,true,3989,0,0,
2331454,true,2871,0,0,
2347025,true,4712,0,0,
2354578,true,2251,0,0,
2355449,true,2859,0,0,
2366664,true,4691,0,0,
2366721,true,2352,0,0,
2390305,true,3659,0,0,
2415122,true,4719,0,0,
2431409,true,2901,0,0,
2446178,true,3703,0,0,
2494425,true,4695,0,0,
2547002,true,4731,0,0,
2551837,true,2260,0,0,
2575381,true,2078,0,0,
2587389,true,2595,0,0,
2621923,true,4689,0,0,
2625980,true,4649,0,0,
2627000,true,4452,0,0,
2654327,true,2984,0,0,
2662493,true,4712,0,0,
2679993,true,4297,0,0,
2690936,true,4684,0,0,
2709580,true,4704,0,0,
2757738,true,1421,0,0,
2769139,true,4698,0,0,
2788076,true,4337,0,0,
2806304,true,2964,0,0,
2837924,true,3250,0,0,
2866107,true,2832,0,0,
2895415,true,2573,0,0,
2900624,true,4706,0,0,
2904275,true,2123,0,0,
2908020,true,2540,0,0,
2931691,true,2787,0,0,
2955144,true,1972,0,0,
2970075,true,1923,0,0,
2970698,true,2208,0,0,
3003519,true,3108,0,0,
3035951,true,3535,0,0,
3044047,true,3674,0,0,
3051026,true,4412,0,0,
3073100,true,3070,0,0,
3077149,true,2919,0,0,
3079136,true,1499,0,0,
3088389,true,4577,0,0,
3122986,true,3411,0,0,
3144062,true,2221,0,0,
3169962,true,2890,0,0,
3171163,true,4353,0,0,
3172289,true,2294,0,0,
3177278,true,3968,0,0,
3183173,true,2369,0,0,
3183826,true,4672,0,0,
3188892,true,2527,0,0,
3214630,true,4664,0,0,
3243508,true,1346,0,0,
3259989,true,4628,0,0,
3287639,true,4642,0,0,
3316798,true,4412,0,0,
3337306,true,3951,0,0,
3347060,true,2464,0,0,
3386222,true,4638,0,0,
3428669,true,3175,0,0,
3446458,true,2544,0,0,
3465079,true,4031,0,0,
3524996,true,2497,0,0,
3548424,true,1617,0,0,
3583682,true,2101,0,0,
3586250,true,2414,0,0,
3614519,true,3483,0,0,
3617435,true,2071,0,0,
3621802,true,2146,0,0,
3622827,true,3631,0,0,
3629279,true,4111,0,0,
3672535,true,4220,0,0,
3699503,true,3912,0,0,
3783747,true,4689,0,0,
3823364,true,2901,0,0,
3846301,true,2415,0,0,
3880200,true,3322,0,0,
3893392,true,2104,0,0,
3938463,true,2569,0,0,
4010883,true,3496,0,0,
4011048,true,1803,0,0,
4023263,true,3238,0,0,
4030461,true,4515,0,0,
4036761,true,4147,0,0,
4054170,true,4522,0,0,
4054647,true,4543,0,0,
4057507,true,4288,0,0,
4063229,true,3543,0,0,
4065526,true,3662,0,0,
4076626,true,4489,0,0,
4108700,true,3054,0,0,
4127628,true,3247,0,0,
4137814,true,4550,0,0,
4142348,true,2460,0,0,
4171914,true,2089,0,0,
4200829,true,1958,0,0,
4264487,true,2777,0,0,
4293936,true,2372,0,0,
4295934,true,1436,0,0,
4311528,true,2484,0,0,
4354642,true,1911,0,0,
4370679,true,2821,0,0,
4374625,true,2561,0,0,
4436983,true,1445,0,0,
4446082,true,4481,0,0,
4461607,true,4447,0,0,
4583391,true,4439,0,0,
4616252,true,3519,0,0,
4637512,true,2572,0,0,
4647121,true,4324,0,0,
4654308,true,3905,0,0,
4655176,true,3604,0,0,
4662843,true,2457,0,0,
4678991,true,1926,0,0,
4680255,true,4485,0,0,
4682147,true,2883,0,0,
4689351,true,2200,0,0,
4722329,true,4173,0,0,
4729446,true,2908,0,0,
4736382,true,3940,0,0,
4761922,true,2144,0,0,
4762520,true,2411,0,0,
4790602,true,4416,0,0,
4820099,true,4452,0,0,
4822278,true,4374,0,0,
4873725,true,3743,0,0,
4876365,true,3570,0,0,
4879990,true,2866,0,0,
4904972,true,1296,0,0,
4908062,true,3184,0,0,
4942666,true,4450,0,0,
4961047,true,2311,0,0,
4973214,true,2343,0,0,
4980663,true,4503,0,0,
5017227,true,3154,0,0,
5044501,true,4451,0,0,
5056339,true,4441,0,0,
5099177,true,1786,0,0,
5141022,true,2689,0,0,
5194400,true,2960,0,0,
5211369,true,2180,0,0,
5307516,true,2235,0,0,
5344945,true,3211,0,0,
5352418,true,2511,0,0,
5358103,true,4400,0,0,
5403913,true,3303,0,0,
5412567,true,4141,0,0,
5431184,true,3692,0,0,
5475298,true,2173,0,0,
5476245,true,2299,0,0,
5483335,true,4447,0,0,
5483472,true,2364,0,0,
5497311,true,1977,0,0,
5497851,true,3821,0,0,
5511683,true,2473,0,0,
5531171,true,3036,0,0,
5541517,true,2100,0,0,
5572112,true,3388,0,0,
5597128,true,2742,0,0,
5625603,true,2072,0,0,
5637692,true,3920,0,0,
5640504,true,3776,0,0,
5687919,true,4415,0,0,
5730626,true,1995,0,0,
5738556,true,4360,0,0,
5780938,true,2938,0,0,
5782835,true,3812,0,0,
5846882,true,3606,0,0,
5850574,true,2821,0,0,
5874663,true,1830,0,0,
5876541,true,4427,0,0,
5891250,true,2229,0,0,
5901886,true,2184,0,0,
5949335,true,2980,0,0,
5951584,true,1406,0,0,
5954131,true,3508,0,0,
5982514,true,2625,0,0,
5986722,true,4325,0,0,
6021865,true,4090,0,0,
6051493,true,4068,0,0,
6051685,true,3181,0,0,
6063739,true,2338,0,0,
6063858,true,1395,0,0,
6070708,true,2934,0,0,
6073146,true,2355,0,0,
6130801,true,2942,0,0,
6159706,true,3225,0,0,
6178686,true,2117,0,0,
6204418,true,2120,0,0,
6209920,true,3547,0,0,
6226344,true,4410,0,0,
6226529,true,3360,0,0,
6292483,true,4308,0,0,
6300727,true,4326,0,0,
6321453,true,2012,0,0,
6323869,true,2740,0,0,
6347549,true,2600,0,0,
6354841,true,2481,0,0,
6366832,true,2342,0,0,
6420472,true,3825,0,0,
6438552,true,4373,0,0,
6444753,true,4241,0,0,
6455819,true,2919,0,0,
6485008,true,4296,0,0,
6489161,true,2850,0,0,
6522168,true,4139,0,0,
6536070,true,2465,0,0,
6543031,true,2509,0,0,
6549867,true,4350,0,0,
6584336,true,4064,0,0,
6588733,true,3188,0,0,
6630483,true,4176,0,0,
6636571,true,2232,0,0,
6639099,true,3516,0,0,
6657704,true,3906,0,0,
6660317,true,2075,0,0,
6667328,true,1769,0,0,
6682282,true,2382,0,0,
6711220,true,1928,0,0,
6712574,true,1705,0,0,
6748543,true,2011,0,0,
6758980,true,2840,0,0,
6762020,true,3333,0,0,
6782131,true,4359,0,0,
6817854,true,4376,0,0,
6823092,true,4323,0,0,
6870892,true,4309,0,0,
6880089,true,3358,0,0,
6913952,true,2984,0,0,
6940392,true,3719,0,0,
6944715,true,3602,0,0,
6962136,true,3006,0,0,
6964953,true,2213,0,0,
6966463,true,2204,0,0,
6983517,true,3888,0,0,
6999167,true,3223,0,0,
7023585,true,2249,0,0,
7040480,true,2055,0,0,
7070629,true,4324,0,0,
7083302,true,2587,0,0,
7085590,true,2054,0,0,
7085812,true,3063,0,0,
7101186,true,4361,0,0,
7104635,true,1972,0,0,
7180371,true,4310,0,0,
7194747,true,4319,0,0,
7209360,true,4356,0,0,
7234685,true,1932,0,0,
7296581,true,2169,0,0,
7306430,true,4174,0,0,
7311165,true,2923,0,0,
7390327,true,1437,0,0,
7443864,true,2448,0,0,
7452832,true,1980,0,0,
7545909,true,4327,0,0,
7552025,true,3451,0,0,
7662733,true,1971,0,0,
7763213,true,2266,0,0,
7772829,true,2114,0,0,
7790860,true,2827,0,0,
7793193,true,3413,0,0,
7818881,true,1535,0,0,
7818896,true,2055,0,0,
7843911,true,3905,0,0,
7886166,true,2315,0,0,
7905210,true,4145,0,0,
7908075,true,2927,0,0,
7925731,true,2412,0,0,
7946999,true,3743,0,0,
8037004,true,1474,0,0,
8099439,true,3440,0,0,
8122393,true,2963,0,0,
8196204,true,4285,0,0,
8205525,true,3319,0,0,
8213234,true,1918,0,0,
8239857,true,3679,0,0,
8273742,true,2525,0,0,
8280002,true,2800,0,0,
8280699,true,2295,0,0,
8318509,true,2982,0,0,
8322880,true,1912,0,0,
8343261,true,2632,0,0,
8358940,true,2275,0,0,
8377378,true,2364,0,0,
8406209,true,4287,0,0,
8465331,true,1657,0,0,
8491730,true,1417,0,0,
8505520,true,1993,0,0,
8514732,true,4109,0,0,
8539150,true,2474,0,0,
8546502,true,2080,0,0,
8581519,true,2818,0,0,
8583050,true,2048,0,0,
8613508,true,1748,0,0,
8620339,true,1394,0,0,
8628147,true,2581,0,0,
8639592,true,2090,0,0,
8651009,true,3100,0,0,
8687701,true,2513,0,0,
8722266,true,3324,0,0,
8768401,true,2197,0,0,
8769041,true,2205,0,0,
8792782,true,3713,0,0,
8826574,true,4072,0,0,
8897828,true,3567,0,0,
8928112,true,2585,0,0,
8928846,true,3740,0,0,
8958744,true,3357,0,0,
8983067,true,4072,0,0,
9001431,true,3006,0,0,
9026893,true,3448,0,0,
9027357,true,4256,0,0,
9063993,true,2266,0,0,
9194512,true,2993,0,0,
9203861,true,2357,0,0,
9235826,true,2841,0,0,
9255308,true,4060,0,0,
9275367,true,3969,0,0,
9284058,true,2815,0,0,
9352702,true,3887,0,0,
9370682,true,4174,0,0,
9378961,true,2753,0,0,
9404220,true,2780,0,0,
9436682,true,4243,0,0,
9440477,true,3768,0,0,
9447495,true,3003,0,0,
9459332,true,2735,0,0,
9508039,true,2696,0,0,
9539205,true,2388,0,0,
9559031,true,1722,0,0,
9576132,true,1312,0,0,
9611782,true,4198,0,0,
9630847,true,1617,0,0,
9681477,true,3692,0,0,
9704251,true,3354,0,0,
9716983,true,2939,0,0,
9717672,true,4088,0,0,
