message_reaction_id,message_id,message_date,message_datetime,channel_name,reaction_name,reaction_name_normalised,reaction_user,extracted_datetime
47611be7d58ccd03a8a34cb4c4f6d792,7b080ee2-2026-4393-9acd-8a6a4b18e894,2025-07-08,2025-07-08 10:44:02,marketing,"""point_up""","""point_up""","""UZ271WU40""",2025-07-08 11:31:48
336f1c42892043004bbfc0f50bd69fbf,79331106-3513-4a98-974b-a41f7d51aa64,2024-09-21,2024-09-21 04:18:36,cats,"""ty""","""ty""","""UB81I8027""",2024-09-21 05:00:50
c69cc26a11aa5e7222f3336435400e01,a66f9ac0-1bd4-4d12-826f-f8e1988b502a,2025-11-19,2025-11-19 15:52:39,marketing,"""laugh""","""laugh""","""UB81I8027""",2025-11-19 15:55:25
84a1c9bfed9f3d55c07c7be123360397,588f8ea0-bb97-49d0-9844-fd2261fec631,2024-08-01,2024-08-01 12:46:19,random,"""white_check_mark""","""white_check_mark""","""UU95TZPYP""",2024-08-01 13:06:07
e8b06191ff2ae6b5862560c87b231d84,588f8ea0-bb97-49d0-9844-fd2261fec631,2024-08-01,2024-08-01 12:46:19,random,"""white_check_mark""","""white_check_mark""","""U0GBC0N90""",2024-08-01 13:06:07
19d62485a047f943e64bdebc26c4f206,588f8ea0-bb97-49d0-9844-fd2261fec631,2024-08-01,2024-08-01 12:46:19,random,"""white_check_mark""","""white_check_mark""","""UFUV7GPHM""",2024-08-01 13:06:07
becdb97dfcb60cff2c13f439d8a621ab,2e2e77b7-4b96-417b-bec2-2942cde6debd,2024-08-15,2024-08-15 00:16:33,general,"""approved""","""approved""","""UNNH8IW78""",2024-08-15 00:52:24
4a0d2b3ddc057227a4e91e0517715228,82e710eb-abbc-450c-b8a9-e341d5b063a7,2024-10-10,2024-10-10 16:14:26,engineering,"""pray""","""pray""","""UNNH8IW78""",2024-10-10 16:51:11
4887c4e7299b19f54aee73a8caf0f43c,45e93938-a05d-4f50-b7bc-bd9c7e17b75a,2025-06-20,2025-06-20 06:16:45,general,"""approved""","""approved""","""UNNH8IW78""",2025-06-20 06:29:30
ef885975f7f4e9b9b62dad9690d23128,deba6c3d-b7b8-43d0-bbfc-742c815d9975,2024-06-18,2024-06-18 17:01:12,general,"""white_check_mark""","""white_check_mark""","""UB9LLF16J""",2024-06-18 17:47:48
1cd77fae020113c6a637106fc64b0401,deba6c3d-b7b8-43d0-bbfc-742c815d9975,2024-06-18,2024-06-18 17:01:12,general,"""white_check_mark""","""white_check_mark""","""U0381889F""",2024-06-18 17:47:48
e6256e4ab86a446f90bb2a6243c58b5e,deba6c3d-b7b8-43d0-bbfc-742c815d9975,2024-06-18,2024-06-18 17:01:12,general,"""white_check_mark""","""white_check_mark""","""UNNH8IW78""",2024-06-18 17:47:48
81aead2bdd28ca98f03b5e8a0b52cb8b,deba6c3d-b7b8-43d0-bbfc-742c815d9975,2024-06-18,2024-06-18 17:01:12,general,"""point_up""","""point_up""","""UR257U86O""",2024-06-18 17:47:48
7011571c9cc1c4fd5b7fe5dec0c23b3b,991ce120-042d-4250-b20b-45a39be111ff,2024-09-19,2024-09-19 00:46:03,general,"""point_up""","""point_up""","""U81OT695K""",2024-09-19 01:33:30
154cfee2dd423916c4ed2b26e6f22b05,991ce120-042d-4250-b20b-45a39be111ff,2024-09-19,2024-09-19 00:46:03,general,"""point_up""","""point_up""","""U85PB3J63""",2024-09-19 01:33:30
c01cabb2540bc52a44ea1121de63a941,1c0c1455-096d-4981-aa62-0bcabd390fd3,2024-11-07,2024-11-07 07:23:20,marketing,"""laugh""","""laugh""","""U7ZP08017""",2024-11-07 07:37:16
51fb878b0e1a1bbb2eb111292a3edc0a,1c0c1455-096d-4981-aa62-0bcabd390fd3,2024-11-07,2024-11-07 07:23:20,marketing,"""laugh""","""laugh""","""UQY0NPYWN""",2024-11-07 07:37:16
9e40edfe59239111aba01e7323cb6089,1c0c1455-096d-4981-aa62-0bcabd390fd3,2024-11-07,2024-11-07 07:23:20,marketing,"""laugh""","""laugh""","""UL96240J4""",2024-11-07 07:37:16
46e2c61b44032e4e4c9ce975da817aec,9b545a72-f1bf-46f8-a150-1270a7f21fa0,2025-06-08,2025-06-08 09:26:21,random,"""raised_hands""","""raised_hands""","""UF39WLXAT""",2025-06-08 10:09:45
fa94792ab6cc9d585dd045acae49fd1e,9b545a72-f1bf-46f8-a150-1270a7f21fa0,2025-06-08,2025-06-08 09:26:21,random,"""raised_hands""","""raised_hands""","""UYVM94HE1""",2025-06-08 10:09:45
cac2e140b071e961edde7a5a5c83a799,670e63f6-61ca-4992-ad30-4bcfb09a8063,2025-05-26,2025-05-26 09:23:19,cats,"""this""","""this""","""UH749DC04""",2025-05-26 09:48:23
c7912118a09c9a2cbf6cf9a611bc93b4,e5c9dc42-a8c5-4e22-a5ea-94e11f1f5585,2025-09-27,2025-09-27 14:57:47,random,"""ty""","""ty""","""U3TE14ET2""",2025-09-27 15:37:09
dc550b1cb55dc703a47f48e5f6952674,e5c9dc42-a8c5-4e22-a5ea-94e11f1f5585,2025-09-27,2025-09-27 14:57:47,random,"""ty""","""ty""","""UK4V3ON2O""",2025-09-27 15:37:09
8b763d20371e05d45dacce64ae246406,e5c9dc42-a8c5-4e22-a5ea-94e11f1f5585,2025-09-27,2025-09-27 14:57:47,random,"""ty""","""ty""","""UL96240J4""",2025-09-27 15:37:09
51f29bcca9afd58a1dc2fc9dc62432d0,721003d8-86f6-4f9e-acc0-1fa645689152,2024-11-24,2024-11-24 23:22:50,random,"""laugh""","""laugh""","""U2M260029""",2024-11-24 23:43:10
9843acf50e3dc054a094d13b6df3e5b0,721003d8-86f6-4f9e-acc0-1fa645689152,2024-11-24,2024-11-24 23:22:50,random,"""laugh""","""laugh""","""UZ271WU40""",2024-11-24 23:43:10
1db0080787512bb31893468eae32af5c,721003d8-86f6-4f9e-acc0-1fa645689152,2024-11-24,2024-11-24 23:22:50,random,"""laugh""","""laugh""","""UPT27H737""",2024-11-24 23:43:10
6c444529e7a919081969bc5c1ba0b2c0,e7860277-4eed-47f3-8425-58a7d36aad8f,2024-10-15,2024-10-15 19:27:37,cats,"""point_up""","""point_up""","""U3TE14ET2""",2024-10-15 20:12:17
d0df7d9cbc766878792f1727e89bbd72,e7860277-4eed-47f3-8425-58a7d36aad8f,2024-10-15,2024-10-15 19:27:37,cats,"""point_up""","""point_up""","""UZ5125Y28""",2024-10-15 20:12:17
56e813041f9275906f11af26457dd8c2,e7860277-4eed-47f3-8425-58a7d36aad8f,2024-10-15,2024-10-15 19:27:37,cats,"""point_up""","""point_up""","""UK4V3ON2O""",2024-10-15 20:12:17
dab8cc3699fd7ea96bff1f8a1573bc6f,f0f60d68-d642-4b54-86d7-79ff659cceb1,2024-08-17,2024-08-17 22:10:57,cats,"""merged""","""merged""","""UF39WLXAT""",2024-08-17 22:58:56
77d4927c55ca4c010a4ee6af27592f42,82e710eb-abbc-450c-b8a9-e341d5b063a7,2024-10-10,2024-10-10 16:14:26,engineering,"""approved""","""approved""","""UF39WLXAT""",2024-10-10 16:51:11
f1dbed880534275c5066fbc4038c6493,fdc1b04b-270e-4ed4-bdda-011502e478e8,2025-05-10,2025-05-10 12:16:31,social,"""pray""","""pray""","""U0EIW7DOX""",2025-05-10 12:29:29
b29576cba9a37a535829ca015d7be1f4,b66ee28d-433a-4ce5-97c9-7f4b93af8e81,2025-06-06,2025-06-06 21:46:24,social,"""laugh""","""laugh""","""UV77JEL7Q""",2025-06-06 22:30:14
33af84151519fa190d7b945465577132,b66ee28d-433a-4ce5-97c9-7f4b93af8e81,2025-06-06,2025-06-06 21:46:24,social,"""laugh""","""laugh""","""UNVWFC5Q1""",2025-06-06 22:30:14
f7aa23b400331e8fdd38bf128efcba4b,bd67bd8f-d00e-4825-850d-f582d2bbba47,2025-10-03,2025-10-03 06:42:33,marketing,"""point_up""","""point_up""","""UG6UG9470""",2025-10-03 07:28:01
8603aa50825386b64ee6bbb8474a76f3,bd67bd8f-d00e-4825-850d-f582d2bbba47,2025-10-03,2025-10-03 06:42:33,marketing,"""point_up""","""point_up""","""USI1BH3K3""",2025-10-03 07:28:01
edef77c1b8524c4a58737b42786390e2,c7e8bbd1-963b-41bc-a779-28ff01de9951,2024-10-05,2024-10-05 08:20:24,engineering,"""white_check_mark""","""white_check_mark""","""UWW10VL06""",2024-10-05 08:49:53
a84297bbca4cf040d77c971daa29f996,e5c9dc42-a8c5-4e22-a5ea-94e11f1f5585,2025-09-27,2025-09-27 14:57:47,random,"""white_check_mark""","""white_check_mark""","""UL9VWQ9S2""",2025-09-27 15:37:09
637750179d9e21b5dc65ae212d9b1207,e5c9dc42-a8c5-4e22-a5ea-94e11f1f5585,2025-09-27,2025-09-27 14:57:47,random,"""white_check_mark""","""white_check_mark""","""U168N7Y9G""",2025-09-27 15:37:09
77920fbbc201f37f7c2bcba9df490917,e5c9dc42-a8c5-4e22-a5ea-94e11f1f5585,2025-09-27,2025-09-27 14:57:47,random,"""white_check_mark""","""white_check_mark""","""US3QTX4Z1""",2025-09-27 15:37:09
5b12a9f2121d8638fb06854f7ff3879c,e5c9dc42-a8c5-4e22-a5ea-94e11f1f5585,2025-09-27,2025-09-27 14:57:47,random,"""white_check_mark""","""white_check_mark""","""ULWL32B29""",2025-09-27 15:37:09
ff797e3ecfb006d8fe7e19b3a14917f9,07941fc7-cd12-4361-827b-537c86f528a2,2025-11-12,2025-11-12 17:54:45,engineering,"""laugh""","""laugh""","""UCL2RJ89X""",2025-11-12 18:47:58
cd0bb6c9cd7e40d551291a87e3017957,07941fc7-cd12-4361-827b-537c86f528a2,2025-11-12,2025-11-12 17:54:45,engineering,"""laugh""","""laugh""","""U0GBC0N90""",2025-11-12 18:47:58
1dedf4adfc5919ee1797b8b6062913ad,be311f21-d47d-4e54-988c-7662801826f6,2025-02-09,2025-02-09 07:54:56,cats,"""raised_hands""","""raised_hands""","""U8S28EIM6""",2025-02-09 08:49:21
978a272a37312178d62ea104a565e443,be311f21-d47d-4e54-988c-7662801826f6,2025-02-09,2025-02-09 07:54:56,cats,"""raised_hands""","""raised_hands""","""ULAN263E4""",2025-02-09 08:49:21
446bbb968f5b1e39c917d52a8ac311b7,b3c1fe8a-f26d-47d0-ae53-1ad370039f7d,2024-12-09,2024-12-09 12:51:57,general,"""merged""","""merged""","""U7W96XW2A""",2024-12-09 13:18:07
640b70b2ef8fa4eaa045837b4e6277a5,f161521f-2172-4147-b816-380e3ac03c02,2025-07-15,2025-07-15 22:50:39,social,"""raised_hands""","""raised_hands""","""U7PX1XVTE""",2025-07-15 23:03:39
64ee02a45d4007698d6d1f2423f08836,4ae55cea-9569-4b46-a189-0c4788964799,2025-05-18,2025-05-18 18:41:07,marketing,"""white_check_mark""","""white_check_mark""","""U7PX1XVTE""",2025-05-18 18:49:48
faf592b18a12ba4b7dda09a1615587fb,d019018a-23c6-4463-951c-6233af8768ee,2025-09-24,2025-09-24 12:14:38,engineering,"""pray""","""pray""","""U9E255NN9""",2025-09-24 13:11:35
bb5409785d357f4bb5cab6849d8c172f,be311f21-d47d-4e54-988c-7662801826f6,2025-02-09,2025-02-09 07:54:56,cats,"""laugh""","""laugh""","""UG6UG9470""",2025-02-09 08:49:21
617447a27632a090a4c8f1bc20ab4f0e,be311f21-d47d-4e54-988c-7662801826f6,2025-02-09,2025-02-09 07:54:56,cats,"""laugh""","""laugh""","""UIX8TSI0Y""",2025-02-09 08:49:21
6f93c3ff1257550178fad7beb07c41ed,be311f21-d47d-4e54-988c-7662801826f6,2025-02-09,2025-02-09 07:54:56,cats,"""laugh""","""laugh""","""U378U76S4""",2025-02-09 08:49:21
2b83fd2c83e864afb7e96f32ea423a1c,2e2e77b7-4b96-417b-bec2-2942cde6debd,2024-08-15,2024-08-15 00:16:33,general,"""point_up""","""point_up""","""UHGL04640""",2024-08-15 00:52:24
b56331d28ad032668e7e18e1c368acce,721003d8-86f6-4f9e-acc0-1fa645689152,2024-11-24,2024-11-24 23:22:50,random,"""merged""","""merged""","""UYVM94HE1""",2024-11-24 23:43:10
ca2db0588ad4c45d81a3535474be7165,721003d8-86f6-4f9e-acc0-1fa645689152,2024-11-24,2024-11-24 23:22:50,random,"""raised_hands""","""raised_hands""","""U34AX16M0""",2024-11-24 23:43:10
accf33fef05bf9b1b8fa0b3b145f6e9b,721003d8-86f6-4f9e-acc0-1fa645689152,2024-11-24,2024-11-24 23:22:50,random,"""raised_hands""","""raised_hands""","""UDC0ZA535""",2024-11-24 23:43:10
6face589230354c866b32fb7bc0c5326,721003d8-86f6-4f9e-acc0-1fa645689152,2024-11-24,2024-11-24 23:22:50,random,"""raised_hands""","""raised_hands""","""U5V38TNV1""",2024-11-24 23:43:10
23b82171f8177baade43cf9655f4ab0f,721003d8-86f6-4f9e-acc0-1fa645689152,2024-11-24,2024-11-24 23:22:50,random,"""raised_hands""","""raised_hands""","""U3GY5K9EQ""",2024-11-24 23:43:10
5ae3eae89437d876217d67b40a1431cb,721003d8-86f6-4f9e-acc0-1fa645689152,2024-11-24,2024-11-24 23:22:50,random,"""raised_hands""","""raised_hands""","""U81OT695K""",2024-11-24 23:43:10
affb28e910358205dc7dca55ddb1bc53,721003d8-86f6-4f9e-acc0-1fa645689152,2024-11-24,2024-11-24 23:22:50,random,"""raised_hands""","""raised_hands""","""UN979RN92""",2024-11-24 23:43:10
7908c42def4de5e1cb2ee2a7b9ad4953,70cc50ab-8ec5-43e6-b390-524903c9b9ff,2024-08-26,2024-08-26 04:40:43,social,"""approved""","""approved""","""UEA8H90WN""",2024-08-26 05:40:30
e34ac914e0fff8cf063f34ddc7e977d7,70cc50ab-8ec5-43e6-b390-524903c9b9ff,2024-08-26,2024-08-26 04:40:43,social,"""approved""","""approved""","""UNY6WDI60""",2024-08-26 05:40:30
b892ae52f0182adcd2054dc4214324a0,70cc50ab-8ec5-43e6-b390-524903c9b9ff,2024-08-26,2024-08-26 04:40:43,social,"""approved""","""approved""","""UHGL04640""",2024-08-26 05:40:30
ade160465083621a04a3c638773b9af3,70cc50ab-8ec5-43e6-b390-524903c9b9ff,2024-08-26,2024-08-26 04:40:43,social,"""approved""","""approved""","""UQSF747QR""",2024-08-26 05:40:30
c290bb36647812b781663ff11a046b5d,f0f60d68-d642-4b54-86d7-79ff659cceb1,2024-08-17,2024-08-17 22:10:57,cats,"""pray""","""pray""","""UN0J0I7F0""",2024-08-17 22:58:56
64b8035a14e1c14367473426deb93386,588f8ea0-bb97-49d0-9844-fd2261fec631,2024-08-01,2024-08-01 12:46:19,random,"""approved""","""approved""","""UB51ZBPGJ""",2024-08-01 13:06:07
10e49130a5895f588070730159a81a97,588f8ea0-bb97-49d0-9844-fd2261fec631,2024-08-01,2024-08-01 12:46:19,random,"""approved""","""approved""","""U3TE14ET2""",2024-08-01 13:06:07
1c0e022b84ff687582e20560c6de8d3e,111920bb-15fc-4e17-b34e-a95d01653950,2024-11-12,2024-11-12 19:33:38,general,"""laugh""","""laugh""","""U7ZP08017""",2024-11-12 19:43:12
a84a58229befa2cc9745db45f0a9799a,82e710eb-abbc-450c-b8a9-e341d5b063a7,2024-10-10,2024-10-10 16:14:26,engineering,"""this""","""this""","""ULWL32B29""",2024-10-10 16:51:11
6f96ca67fc73d78c2f80531d9925b493,82e710eb-abbc-450c-b8a9-e341d5b063a7,2024-10-10,2024-10-10 16:14:26,engineering,"""this""","""this""","""UB81I8027""",2024-10-10 16:51:11
9a17a63efc579d9bf0dad10f34885382,82e710eb-abbc-450c-b8a9-e341d5b063a7,2024-10-10,2024-10-10 16:14:26,engineering,"""this""","""this""","""UL92954KA""",2024-10-10 16:51:11
234bf0c001a905d49f5058cab5345e66,93550d27-d6cc-4178-9b02-fd7fa5f5a4eb,2025-11-23,2025-11-23 16:03:01,cats,"""pray""","""pray""","""UNC2V4ZD7""",2025-11-23 16:30:43
bda6063e718ac44bd08ec87d41299a5c,93550d27-d6cc-4178-9b02-fd7fa5f5a4eb,2025-11-23,2025-11-23 16:03:01,cats,"""pray""","""pray""","""UWL5JX23M""",2025-11-23 16:30:43
