HOST_ID,is_currently_superhost,acct_age_before_achieving_superhost,status_change_count,last_status_change_at
311022,true,4395,1,2024-06-01 00:00:00
312373,false,4590,1,2024-06-01 00:00:00
312427,true,2094,1,2024-06-01 00:00:00
312896,true,4646,1,2024-06-01 00:00:00
315681,false,4468,1,2024-06-01 00:00:00
317464,true,2858,1,2024-06-01 00:00:00
333520,true,3970,1,2024-06-01 00:00:00
336850,true,2344,1,2024-06-01 00:00:00
337396,true,3359,1,2024-06-01 00:00:00
342965,true,2014,1,2024-06-01 00:00:00
344615,true,4344,1,2024-06-01 00:00:00
344665,false,3654,1,2024-06-01 00:00:00
347279,true,3975,1,2024-06-01 00:00:00
351073,false,2014,1,2024-06-01 00:00:00
353585,true,1302,1,2024-06-01 00:00:00
358915,true,4438,1,2024-06-01 00:00:00
359011,true,952,1,2024-06-01 00:00:00
361507,true,3012,1,2024-06-01 00:00:00
368264,true,3508,1,2024-06-01 00:00:00
369677,true,1506,1,2024-06-01 00:00:00
381006,true,2690,1,2024-06-01 00:00:00
384365,false,2326,1,2024-06-01 00:00:00
386940,true,3637,1,2024-06-01 00:00:00
390380,true,2564,1,2024-06-01 00:00:00
390761,false,2687,1,2024-06-01 00:00:00
394381,true,2855,1,2024-06-01 00:00:00
396915,true,3990,1,2024-06-01 00:00:00
399745,false,4268,1,2024-06-01 00:00:00
417276,false,2729,1,2024-06-01 00:00:00
422837,true,4498,1,2024-06-01 00:00:00
424604,true,3946,1,2024-06-01 00:00:00
425899,false,4650,1,2024-06-01 00:00:00
429311,false,994,1,2024-06-01 00:00:00
437628,false,4655,1,2024-06-01 00:00:00
443499,false,3073,1,2024-06-01 00:00:00
443681,false,4013,1,2024-06-01 00:00:00
447160,false,3906,1,2024-06-01 00:00:00
447761,true,938,1,2024-06-01 00:00:00
451311,true,3332,1,2024-06-01 00:00:00
452231,true,2972,1,2024-06-01 00:00:00
454103,false,3080,1,2024-06-01 00:00:00
454244,true,1773,1,2024-06-01 00:00:00
454712,true,947,1,2024-06-01 00:00:00
455176,true,3452,1,2024-06-01 00:00:00
456057,true,2675,1,2024-06-01 00:00:00
456085,false,4661,1,2024-06-01 00:00:00
467817,true,925,1,2024-06-01 00:00:00
467895,true,2169,1,2024-06-01 00:00:00
470146,true,4701,1,2024-06-01 00:00:00
472567,false,4599,1,2024-06-01 00:00:00
474705,true,2647,1,2024-06-01 00:00:00
477531,true,3725,1,2024-06-01 00:00:00
485824,true,2147,1,2024-06-01 00:00:00
485838,false,4868,1,2024-06-01 00:00:00
490965,true,2511,1,2024-06-01 00:00:00
493012,true,945,1,2024-06-01 00:00:00
493400,true,2354,1,2024-06-01 00:00:00
493494,true,945,1,2024-06-01 00:00:00
496754,true,3094,1,2024-06-01 00:00:00
498957,true,3082,1,2024-06-01 00:00:00
499725,true,4310,1,2024-06-01 00:00:00
509324,true,1045,1,2024-06-01 00:00:00
512909,true,1567,1,2024-06-01 00:00:00
514903,true,3018,1,2024-06-01 00:00:00
518154,true,2733,1,2024-06-01 00:00:00
518625,true,3628,1,2024-06-01 00:00:00
531005,true,2874,1,2024-06-01 00:00:00
539061,true,936,1,2024-06-01 00:00:00
540085,true,2285,1,2024-06-01 00:00:00
540534,true,4557,1,2024-06-01 00:00:00
544343,false,2978,1,2024-06-01 00:00:00
545015,false,1722,1,2024-06-01 00:00:00
545412,true,2142,1,2024-06-01 00:00:00
553892,true,942,1,2024-06-01 00:00:00
554154,true,2887,1,2024-06-01 00:00:00
560204,true,953,1,2024-06-01 00:00:00
560812,true,4236,1,2024-06-01 00:00:00
560831,true,3741,1,2024-06-01 00:00:00
561918,true,2061,1,2024-06-01 00:00:00
570951,true,4605,1,2024-06-01 00:00:00
572602,true,1861,1,2024-06-01 00:00:00
581300,true,2149,1,2024-06-01 00:00:00
582007,true,4189,1,2024-06-01 00:00:00
582197,true,2517,1,2024-06-01 00:00:00
584179,true,2828,1,2024-06-01 00:00:00
584750,true,3938,1,2024-06-01 00:00:00
590130,true,3605,1,2024-06-01 00:00:00
590973,true,3219,1,2024-06-01 00:00:00
594164,true,4741,1,2024-06-01 00:00:00
596097,false,2501,1,2024-06-01 00:00:00
601347,true,1335,1,2024-06-01 00:00:00
603167,true,3879,1,2024-06-01 00:00:00
603195,true,1619,1,2024-06-01 00:00:00
604588,false,2057,1,2024-06-01 00:00:00
623519,true,2257,1,2024-06-01 00:00:00
627959,false,3635,1,2024-06-01 00:00:00
628990,true,2416,1,2024-06-01 00:00:00
632174,false,4446,1,2024-06-01 00:00:00
632971,true,3348,1,2024-06-01 00:00:00
641197,true,1220,1,2025-01-01 00:00:00
641507,true,1144,1,2025-01-01 00:00:00
656774,true,2018,1,2025-01-01 00:00:00
661223,true,1161,1,2025-01-01 00:00:00
661390,true,2637,1,2025-01-01 00:00:00
662534,false,4559,1,2025-01-01 00:00:00
662565,false,2376,1,2025-01-01 00:00:00
665354,true,1154,1,2025-01-01 00:00:00
666728,true,2395,1,2025-01-01 00:00:00
671536,false,4439,1,2025-01-01 00:00:00
674978,false,3040,1,2025-01-01 00:00:00
676296,true,2788,1,2025-01-01 00:00:00
677856,true,1147,1,2025-01-01 00:00:00
683771,true,2206,1,2025-01-01 00:00:00
689609,true,2449,1,2025-01-01 00:00:00
696492,true,4887,1,2025-01-01 00:00:00
697166,true,1142,1,2025-01-01 00:00:00
698575,true,3496,1,2025-01-01 00:00:00
703879,true,2439,1,2025-01-01 00:00:00
704463,true,2934,1,2025-01-01 00:00:00
707701,true,1272,1,2025-01-01 00:00:00
708217,true,1986,1,2025-01-01 00:00:00
708304,true,4529,1,2025-01-01 00:00:00
708769,false,1496,1,2025-01-01 00:00:00
712073,false,4533,1,2025-01-01 00:00:00
712311,true,4139,1,2025-01-01 00:00:00
712973,true,4851,1,2025-01-01 00:00:00
716475,true,1143,1,2025-01-01 00:00:00
718340,true,3038,1,2025-01-01 00:00:00
718939,false,2553,1,2025-01-01 00:00:00
719464,false,3169,1,2025-01-01 00:00:00
720423,true,1164,1,2025-01-01 00:00:00
721022,true,3985,1,2025-01-01 00:00:00
725852,true,2367,1,2025-01-01 00:00:00
726769,false,4288,1,2025-01-01 00:00:00
727822,true,2441,1,2025-01-01 00:00:00
728298,true,3397,1,2025-01-01 00:00:00
730791,true,2933,1,2025-01-01 00:00:00
734807,true,3526,1,2025-01-01 00:00:00
738412,true,1164,1,2025-01-01 00:00:00
741614,true,1950,1,2025-01-01 00:00:00
743741,false,2758,1,2025-01-01 00:00:00
750165,true,4935,1,2025-01-01 00:00:00
756801,true,3090,1,2025-01-01 00:00:00
759922,true,3320,1,2025-01-01 00:00:00
761787,false,3253,1,2025-01-01 00:00:00
762672,true,1158,1,2025-01-01 00:00:00
763065,true,1929,1,2025-01-01 00:00:00
768877,true,1157,1,2025-01-01 00:00:00
774949,true,2682,1,2025-01-01 00:00:00
775103,true,4863,1,2025-01-01 00:00:00
776810,true,3188,1,2025-01-01 00:00:00
779213,true,4756,1,2025-01-01 00:00:00
783178,true,3569,1,2025-01-01 00:00:00
784423,true,3972,1,2025-01-01 00:00:00
788958,true,3193,1,2025-01-01 00:00:00
794712,false,1799,1,2025-01-01 00:00:00
796576,true,3636,1,2025-01-01 00:00:00
797804,true,1887,1,2025-01-01 00:00:00
801366,true,4213,1,2025-01-01 00:00:00
803717,true,4565,1,2025-01-01 00:00:00
809715,true,3450,1,2025-01-01 00:00:00
814026,true,4550,1,2025-01-01 00:00:00
818418,true,2061,1,2025-01-01 00:00:00
819379,true,1407,1,2025-01-01 00:00:00
820633,false,1981,1,2025-01-01 00:00:00
823691,true,2004,1,2025-01-01 00:00:00
824591,true,3473,1,2025-01-01 00:00:00
826078,false,1921,1,2025-01-01 00:00:00
826546,true,4864,1,2025-01-01 00:00:00
829048,true,3541,1,2025-01-01 00:00:00
831239,true,1147,1,2025-01-01 00:00:00
833209,true,3173,1,2025-01-01 00:00:00
833995,true,4793,1,2025-01-01 00:00:00
839045,true,2344,1,2025-01-01 00:00:00
839108,true,3246,1,2025-01-01 00:00:00
839532,true,4802,1,2025-01-01 00:00:00
843072,true,1149,1,2025-01-01 00:00:00
843326,false,4405,1,2025-01-01 00:00:00
843520,true,3039,1,2025-01-01 00:00:00
843558,true,2950,1,2025-01-01 00:00:00
845790,true,3399,1,2025-01-01 00:00:00
853446,true,4830,1,2025-01-01 00:00:00
857327,true,4757,1,2025-01-01 00:00:00
858675,true,1150,1,2025-01-01 00:00:00
859725,true,2830,1,2025-01-01 00:00:00
864399,true,4547,1,2025-01-01 00:00:00
866270,true,3191,1,2025-01-01 00:00:00
868242,false,3856,1,2025-01-01 00:00:00
868282,false,4526,1,2025-01-01 00:00:00
870254,true,3402,1,2025-01-01 00:00:00
870376,false,4332,1,2025-01-01 00:00:00
874215,true,1242,1,2025-01-01 00:00:00
876545,true,1143,1,2025-01-01 00:00:00
876782,true,3141,1,2025-01-01 00:00:00
877133,true,3298,1,2025-01-01 00:00:00
882801,true,4746,1,2025-01-01 00:00:00
882961,true,2110,1,2025-01-01 00:00:00
889228,true,2124,1,2025-01-01 00:00:00
889370,true,1157,1,2025-01-01 00:00:00
897665,true,1292,0,
898345,true,4232,0,
907115,true,1044,0,
908562,true,894,0,
909226,true,2985,0,
911135,true,2385,0,
920085,true,4207,0,
920717,true,3062,0,
934287,true,1734,0,
944530,true,4465,0,
955509,true,4169,0,
956350,true,4484,0,
968243,true,3145,0,
969532,true,3258,0,
972575,true,1412,0,
973167,true,2061,0,
983936,true,3039,0,
994927,true,3569,0,
1027271,true,3432,0,
1039350,true,4494,0,
1040171,true,2047,0,
1057527,true,2427,0,
1093787,true,3172,0,
1107206,true,4419,0,
1107814,true,2150,0,
1142834,true,3906,0,
1146238,true,4478,0,
1151789,true,1607,0,
1156924,true,4409,0,
1175327,true,953,0,
1183139,true,2335,0,
1185192,true,2134,0,
1194258,true,3426,0,
1196119,true,4360,0,
1197946,true,3456,0,
1205458,true,2752,0,
1219893,true,4392,0,
1228713,true,918,0,
1244828,true,4286,0,
1246047,true,1534,0,
1247962,true,2625,0,
1250154,true,4442,0,
1259589,true,2893,0,
1262962,true,4260,0,
1271213,true,3539,0,
1271339,true,1870,0,
1274606,true,4283,0,
1275576,true,4030,0,
1275795,true,3204,0,
1293030,true,4137,0,
1293484,true,2032,0,
1294110,true,3329,0,
1300595,true,1491,0,
1303212,true,4360,0,
1310272,true,4180,0,
1310866,true,4207,0,
1311309,true,3832,0,
1312190,true,4389,0,
1312645,true,1773,0,
1315189,true,2515,0,
1316194,true,3894,0,
1318500,true,4210,0,
1318886,true,2104,0,
1343263,true,4211,0,
1345035,true,4096,0,
1345381,true,4149,0,
1352204,true,1532,0,
1354122,true,4236,0,
1361440,true,1011,0,
1367805,true,3868,0,
1385793,true,1922,0,
1399741,true,2882,0,
1404760,true,3586,0,
1407041,true,2038,0,
1420077,true,4242,0,
1422088,true,1018,0,
1424914,true,1674,0,
1428852,true,4262,0,
1450795,true,3810,0,
1452057,true,2747,0,
1464437,true,1938,0,
1466063,true,3610,0,
1472760,true,2375,0,
1483789,true,4108,0,
1500683,true,3708,0,
1531988,true,1945,0,
1546071,true,1803,0,
1561180,true,1687,0,
1575292,true,4307,0,
1581930,true,3099,0,
1602903,true,4244,0,
1641541,true,3901,0,
1644092,true,3249,0,
1670453,true,2253,0,
1725729,true,3048,0,
1749470,true,3718,0,
1756514,true,1918,0,
1760878,true,1623,0,
1787661,true,4273,0,
1802005,true,1954,0,
1819907,true,2677,0,
1823098,true,3086,0,
1832975,true,4280,0,
1836439,true,4173,0,
1843138,true,2888,0,
1845374,true,2144,0,
1885286,true,1724,0,
1886199,true,1625,0,
1888120,true,2710,0,
1903768,true,4199,0,
1914346,true,2984,0,
1977531,true,2417,0,
1980057,true,1959,0,
1992886,true,4269,0,
1999307,true,2108,0,
2003254,true,1623,0,
2008587,true,2538,0,
2028853,true,4128,0,
2041054,true,3156,0,
2110953,true,2284,0,
2115002,true,4272,0,
2158214,true,2724,0,
2202419,true,4131,0,
2214923,true,2381,0,
2219552,true,3939,0,
2228341,true,1211,0,
2254959,true,1262,0,
2262593,true,2698,0,
2264025,true,2720,0,
2271792,true,4173,0,
2283051,true,2706,0,
2295395,true,3472,0,
2331454,true,2354,0,
2347025,true,4195,0,
2354578,true,1734,0,
2355449,true,2342,0,
2366664,true,4174,0,
2366721,true,1835,0,
2390305,true,3142,0,
2415122,true,4202,0,
2431409,true,2384,0,
2446178,true,3186,0,
2494425,true,4178,0,
2547002,true,4214,0,
2551837,true,1743,0,
2575381,true,1561,0,
2587389,true,2078,0,
2621923,true,4172,0,
2625980,true,4132,0,
2627000,true,3935,0,
2654327,true,2467,0,
2662493,true,4195,0,
2679993,true,3780,0,
2690936,true,4167,0,
2709580,true,4187,0,
2757738,true,904,0,
2769139,true,4181,0,
2788076,true,3820,0,
2806304,true,2447,0,
2837924,true,2733,0,
2866107,true,2315,0,
2895415,true,2056,0,
2900624,true,4189,0,
2904275,true,1606,0,
2908020,true,2023,0,
2931691,true,2270,0,
2955144,true,1455,0,
2970075,true,1406,0,
2970698,true,1691,0,
3003519,true,2591,0,
3035951,true,3018,0,
3044047,true,3157,0,
3051026,true,3895,0,
3073100,true,2553,0,
3077149,true,2402,0,
3079136,true,982,0,
3088389,true,4060,0,
3122986,true,2894,0,
3144062,true,1704,0,
3169962,true,2373,0,
3171163,true,3836,0,
3172289,true,1777,0,
3177278,true,3451,0,
3183173,true,1852,0,
3183826,true,4155,0,
3188892,true,2010,0,
3214630,true,4147,0,
3243508,true,829,0,
3259989,true,4111,0,
3287639,true,4125,0,
3316798,true,3895,0,
3337306,true,3434,0,
3347060,true,1947,0,
3386222,true,4121,0,
3428669,true,2658,0,
3446458,true,2027,0,
3465079,true,3514,0,
3524996,true,1980,0,
3548424,true,1100,0,
3583682,true,1584,0,
3586250,true,1897,0,
3614519,true,2966,0,
3617435,true,1554,0,
3621802,true,1629,0,
3622827,true,3114,0,
3629279,true,3594,0,
3672535,true,3703,0,
3699503,true,3395,0,
3783747,true,4172,0,
3823364,true,2384,0,
3846301,true,1898,0,
3880200,true,2805,0,
3893392,true,1587,0,
3938463,true,2052,0,
4010883,true,2979,0,
4011048,true,1286,0,
4023263,true,2721,0,
4030461,true,3998,0,
4036761,true,3630,0,
4054170,true,4005,0,
4054647,true,4026,0,
4057507,true,3771,0,
4063229,true,3026,0,
4065526,true,3145,0,
4076626,true,3972,0,
4108700,true,2537,0,
4127628,true,2730,0,
4137814,true,4033,0,
4142348,true,1943,0,
4171914,true,1572,0,
4200829,true,1441,0,
4264487,true,2260,0,
4293936,true,1855,0,
4295934,true,919,0,
4311528,true,1967,0,
4354642,true,1394,0,
4370679,true,2304,0,
4374625,true,2044,0,
4436983,true,928,0,
4446082,true,3964,0,
4461607,true,3930,0,
4583391,true,3922,0,
4616252,true,3002,0,
4637512,true,2055,0,
4647121,true,3807,0,
4654308,true,3388,0,
4655176,true,3087,0,
4662843,true,1940,0,
4678991,true,1409,0,
4680255,true,3968,0,
4682147,true,2366,0,
4689351,true,1683,0,
4722329,true,3656,0,
4729446,true,2391,0,
4736382,true,3423,0,
4761922,true,1627,0,
4762520,true,1894,0,
4790602,true,3899,0,
4820099,true,3935,0,
4822278,true,3857,0,
4873725,true,3226,0,
4876365,true,3053,0,
4879990,true,2349,0,
4904972,true,779,0,
4908062,true,2667,0,
4942666,true,3933,0,
4961047,true,1794,0,
4973214,true,1826,0,
4980663,true,3986,0,
5017227,true,2637,0,
5044501,true,3934,0,
5056339,true,3924,0,
5099177,true,1269,0,
5141022,true,2172,0,
5194400,true,2443,0,
5211369,true,1663,0,
5307516,true,1718,0,
5344945,true,2694,0,
5352418,true,1994,0,
5358103,true,3883,0,
5403913,true,2786,0,
5412567,true,3624,0,
5431184,true,3175,0,
5475298,true,1656,0,
5476245,true,1782,0,
5483335,true,3930,0,
5483472,true,1847,0,
5497311,true,1460,0,
5497851,true,3304,0,
5511683,true,1956,0,
5531171,true,2519,0,
5541517,true,1583,0,
5572112,true,2871,0,
5597128,true,2225,0,
5625603,true,1555,0,
5637692,true,3403,0,
5640504,true,3259,0,
5687919,true,3898,0,
5730626,true,1478,0,
5738556,true,3843,0,
5780938,true,2421,0,
5782835,true,3295,0,
5846882,true,3089,0,
5850574,true,2304,0,
5874663,true,1313,0,
5876541,true,3910,0,
5891250,true,1712,0,
5901886,true,1667,0,
5949335,true,2463,0,
5951584,true,889,0,
5954131,true,2991,0,
5982514,true,2108,0,
5986722,true,3808,0,
6021865,true,3573,0,
6051493,true,3551,0,
6051685,true,2664,0,
6063739,true,1821,0,
6063858,true,878,0,
6070708,true,2417,0,
6073146,true,1838,0,
6130801,true,2425,0,
6159706,true,2708,0,
6178686,true,1600,0,
6204418,true,1603,0,
6209920,true,3030,0,
6226344,true,3893,0,
6226529,true,2843,0,
6292483,true,3791,0,
6300727,true,3809,0,
6321453,true,1495,0,
6323869,true,2223,0,
6347549,true,2083,0,
6354841,true,1964,0,
6366832,true,1825,0,
6420472,true,3308,0,
6438552,true,3856,0,
6444753,true,3724,0,
6455819,true,2402,0,
6485008,true,3779,0,
6489161,true,2333,0,
6522168,true,3622,0,
6536070,true,1948,0,
6543031,true,1992,0,
6549867,true,3833,0,
6584336,true,3547,0,
6588733,true,2671,0,
6630483,true,3659,0,
6636571,true,1715,0,
6639099,true,2999,0,
6657704,true,3389,0,
6660317,true,1558,0,
6667328,true,1252,0,
6682282,true,1865,0,
6711220,true,1411,0,
6712574,true,1188,0,
6748543,true,1494,0,
6758980,true,2323,0,
6762020,true,2816,0,
6782131,true,3842,0,
6817854,true,3859,0,
6823092,true,3806,0,
6870892,true,3792,0,
6880089,true,2841,0,
6913952,true,2467,0,
6940392,true,3202,0,
6944715,true,3085,0,
6962136,true,2489,0,
6964953,true,1696,0,
6966463,true,1687,0,
6983517,true,3371,0,
6999167,true,2706,0,
7023585,true,1732,0,
7040480,true,1538,0,
7070629,true,3807,0,
7083302,true,2070,0,
7085590,true,1537,0,
7085812,true,2546,0,
7101186,true,3844,0,
7104635,true,1455,0,
7180371,true,3793,0,
7194747,true,3802,0,
7209360,true,3839,0,
7234685,true,1415,0,
7296581,true,1652,0,
7306430,true,3657,0,
7311165,true,2406,0,
7390327,true,920,0,
7443864,true,1931,0,
7452832,true,1463,0,
7545909,true,3810,0,
7552025,true,2934,0,
7662733,true,1454,0,
7763213,true,1749,0,
7772829,true,1597,0,
7790860,true,2310,0,
7793193,true,2896,0,
7818881,true,1018,0,
7818896,true,1538,0,
7843911,true,3388,0,
7886166,true,1798,0,
7905210,true,3628,0,
7908075,true,2410,0,
7925731,true,1895,0,
7946999,true,3226,0,
8037004,true,957,0,
8099439,true,2923,0,
8122393,true,2446,0,
8196204,true,3768,0,
8205525,true,2802,0,
8213234,true,1401,0,
8239857,true,3162,0,
8273742,true,2008,0,
8280002,true,2283,0,
8280699,true,1778,0,
8318509,true,2465,0,
8322880,true,1395,0,
8343261,true,2115,0,
8358940,true,1758,0,
8377378,true,1847,0,
8406209,true,3770,0,
8465331,true,1140,0,
8491730,true,900,0,
8505520,true,1476,0,
8514732,true,3592,0,
8539150,true,1957,0,
8546502,true,1563,0,
8581519,true,2301,0,
8583050,true,1531,0,
8613508,true,1231,0,
8620339,true,877,0,
8628147,true,2064,0,
8639592,true,1573,0,
8651009,true,2583,0,
8687701,true,1996,0,
8722266,true,2807,0,
8768401,true,1680,0,
8769041,true,1688,0,
8792782,true,3196,0,
8826574,true,3555,0,
8897828,true,3050,0,
8928112,true,2068,0,
8928846,true,3223,0,
8958744,true,2840,0,
8983067,true,3555,0,
9001431,true,2489,0,
9026893,true,2931,0,
9027357,true,3739,0,
9063993,true,1749,0,
9194512,true,2476,0,
9203861,true,1840,0,
9235826,true,2324,0,
9255308,true,3543,0,
9275367,true,3452,0,
9284058,true,2298,0,
9352702,true,3370,0,
9370682,true,3657,0,
9378961,true,2236,0,
9404220,true,2263,0,
9436682,true,3726,0,
9440477,true,3251,0,
9447495,true,2486,0,
9459332,true,2218,0,
9508039,true,2179,0,
9539205,true,1871,0,
9559031,true,1205,0,
9576132,true,795,0,
9611782,true,3681,0,
9630847,true,1100,0,
9681477,true,3175,0,
9704251,true,2837,0,
9716983,true,2422,0,
9717672,true,3571,0,
9720547,true,3537,0,
9725358,true,3296,0,
9734552,true,3564,0,
9751730,true,3645,0,
9772617,true,3573,0,
9800961,true,3449,0,
9803219,true,1963,0,
9814331,true,2038,0,
9820449,true,2282,0,
9825857,true,3587,0,
9843584,true,1741,0,
9846895,true,1833,0,
9861565,true,3244,0,
9936892,true,3398,0,
9991161,true,2401,0,
10009328,true,1721,0,
10108425,true,3060,0,
10146191,true,1656,0,
10174301,true,3512,0,
10208985,true,3226,0,
10287456,true,3555,0,
10313050,true,3661,0,
10370396,true,1997,0,
10402919,true,3589,0,
10489231,true,3667,0,
10505160,true,2345,0,
10505537,true,2833,0,
10506886,true,3662,0,
10537681,true,3653,0,
10542019,true,3599,0,
10614190,true,3156,0,
10668563,true,2774,0,
10669110,true,3652,0,
10690131,true,2556,0,
10692949,true,3666,0,
10696403,true,3652,0,
10750960,true,1234,0,
10790770,true,3246,0,
10909573,true,2555,0,
10986253,true,3506,0,
11020264,true,2365,0,
11058197,true,3556,0,
11163136,true,3390,0,
11176587,true,3543,0,
11199373,true,1589,0,
11227533,true,1431,0,
11253167,true,1235,0,
11254315,true,1600,0,
11284717,true,1476,0,
11315646,true,3182,0,
11415703,true,2942,0,
11471194,true,3442,0,
11471743,true,2527,0,
11482966,true,2361,0,
11505526,true,2366,0,
11512922,true,2784,0,
11678628,true,2455,0,
11701433,true,3538,0,
11736601,true,2074,0,
11747840,true,2007,0,
11763735,true,2990,0,
11774953,true,1339,0,
11789937,true,2118,0,
11804788,true,2346,0,
11899380,true,3619,0,
11901571,true,2810,0,
11928160,true,1400,0,
11973365,true,3495,0,
12024962,true,2197,0,
12068149,true,2004,0,
12077750,true,985,0,
12149952,true,3135,0,
12154423,true,2910,0,
12157127,true,1845,0,
12234103,true,3573,0,
12288303,true,1928,0,
12293343,true,1279,0,
12296983,true,2803,0,
12360153,true,1989,0,
12367270,true,3523,0,
12377808,true,3538,0,
12385532,true,3471,0,
12422709,true,2635,0,
12503130,true,2151,0,
12643175,true,2025,0,
12659779,true,2690,0,
12671652,true,3443,0,
12694377,true,3410,0,
12716840,true,3548,0,
12751503,true,929,0,
12755545,true,3032,0,
12831548,true,1887,0,
12832282,true,3464,0,
12898189,true,1576,0,
12917471,true,781,0,
12950365,true,1819,0,
12962618,true,3425,0,
12980866,true,860,0,
13155778,true,2592,0,
13174855,true,3490,0,
13220307,true,3392,0,
13247054,true,2237,0,
13308024,true,1559,0,
13315290,true,3085,0,
13349246,true,2783,0,
13369500,true,3541,0,
13396720,true,3296,0,
13435326,true,3545,0,
13509407,true,793,0,
13555007,true,3530,0,
13587997,true,3128,0,
13603270,true,3536,0,
13628724,true,3528,0,
13631332,true,2618,0,
13632665,true,2503,0,
13688174,true,3534,0,
13769624,true,3485,0,
