message_id,user_id,channel_name,reply_count,reply_users_count,reply_users,reactions,message_date,message_datetime,extracted_datetime
c7e8bbd1-963b-41bc-a779-28ff01de9951,U7W96XW2A,engineering,37,15,"[""UA7M10C0O"",""U378U76S4"",""U0381889F"",""U0D6182AR"",""U2QXC4ZNG"",""U9YFOYM78"",""UP9T7VJBF"",""UG6UG9470"",""UH749DC04"",""UJ65P6F44"",""U34AX16M0"",""UIX8TSI0Y"",""UQY0NPYWN"",""U81OT695K"",""ULAN263E4""]","[{""name"": ""white_check_mark"", ""users"": [""UWW10VL06""], ""count"": 1}]",2024-10-05,2024-10-05 08:20:24,2024-10-05 08:49:53
014f9e25-e14c-4801-9e7e-fa965ce82ba7,UK839UQ5R,random,2,2,"[""U0EIW7DOX"",""U3HY0BS3W""]",[],2025-10-05,2025-10-05 09:08:23,2025-10-05 09:11:16
11027d43-a38e-48a8-b902-01046258efee,UL2989703,general,6,6,"[""UE83A3954"",""UH1039P7I"",""UK839UQ5R"",""U2XQ3JJAN"",""U8S28EIM6"",""UJ65P6F44""]",[],2025-04-16,2025-04-16 01:22:35,2025-04-16 01:38:38
21e0600e-1be7-4625-bb2d-2eb9d11df5eb,U8S28EIM6,engineering,36,20,"[""UC3Z15JC3"",""UK756E555"",""U7ZP08017"",""U96N45CL2"",""U5V38TNV1"",""UHGL04640"",""UA3IV9419"",""UFF1HYHJ2"",""U3GY5K9EQ"",""UR257U86O"",""UWW10VL06"",""UB9LLF16J"",""U4095YWYD"",""UWL5JX23M"",""UO513ARUP"",""U0D6182AR"",""U2XQ3JJAN"",""UL92954KA"",""U168N7Y9G"",""UPT27H737""]",[],2025-08-06,2025-08-06 09:17:05,2025-08-06 09:18:33
405ab74d-d3b8-4313-8ad2-566e9e801735,UIDQ8QXI5,cats,32,15,"[""U549234TU"",""UWL5JX23M"",""U2QXC4ZNG"",""U34AX16M0"",""U306GEBY8"",""UYJ494VWS"",""U0GBC0N90"",""UJ65P6F44"",""UE0WA7608"",""UV77JEL7Q"",""U3TE14ET2"",""UORS33I12"",""UYVM94HE1"",""UZ5125Y28"",""UH1039P7I""]","[{""name"": ""ty"", ""users"": [""U3GY5K9EQ"", ""U0D6182AR""], ""count"": 2}]",2024-11-02,2024-11-02 00:06:36,2024-11-02 00:16:32
4498e839-21e9-4ff0-ab5f-e4abbf443b37,UN979RN92,engineering,10,5,"[""UEA8H90WN"",""ULAN263E4"",""U24SJD0U3"",""UZ90K3JDW"",""U8S28EIM6""]","[{""name"": ""this"", ""users"": [""U0KG42Q0P"", ""ULRS0HVJ3"", ""UC3Z15JC3""], ""count"": 3}]",2024-06-01,2024-06-01 19:40:35,2024-06-01 20:35:20
46865cac-1fc7-4c1c-833a-d5e74ed30923,U34AX16M0,cats,12,1,"[""U378U76S4""]","[{""name"": ""raised_hands"", ""users"": [""U0381889F"", ""UEA8H90WN"", ""UHGL04640""], ""count"": 3}]",2025-05-22,2025-05-22 04:18:36,2025-05-22 04:37:35
5a8f1b95-fff4-452d-9e3f-140ea8ad6f23,UNC2V4ZD7,marketing,7,2,"[""UH749DC04"",""U08ITMEA6""]","[{""name"": ""pray"", ""users"": [""UL96240J4""], ""count"": 1}]",2025-05-04,2025-05-04 22:19:42,2025-05-04 23:17:28
73a985af-cb9f-452d-b546-9d701628785a,UC3Z15JC3,social,3,1,"[""UN0J0I7F0""]",[],2025-06-25,2025-06-25 07:09:48,2025-06-25 08:05:36
b4da2093-c04f-4f14-a04b-263557d710d8,UF39WLXAT,random,31,29,"[""UA7M10C0O"",""UIDQ8QXI5"",""U3U77Y17K"",""UB51ZBPGJ"",""U306GEBY8"",""U378U76S4"",""UY640917T"",""U6P582A60"",""U7W96XW2A"",""UZ5125Y28"",""UYVM94HE1"",""UB81I8027"",""ULWL32B29"",""UR257U86O"",""U2M260029"",""UOBK5OFZ0"",""U4095YWYD"",""UQSF747QR"",""UYJ494VWS"",""UE0WA7608"",""UK756E555"",""UHGL04640"",""UYEP6YY91"",""UIX8TSI0Y"",""UZ90K3JDW"",""U2QXC4ZNG"",""U9YFOYM78"",""UNY6WDI60"",""U8S28EIM6""]",[],2025-08-24,2025-08-24 01:08:42,2025-08-24 01:36:49
e5c9dc42-a8c5-4e22-a5ea-94e11f1f5585,UK4V3ON2O,random,15,8,"[""U8S28EIM6"",""UO513ARUP"",""UIX8TSI0Y"",""UE83A3954"",""UV4M04Y17"",""U168N7Y9G"",""UN979RN92"",""U6P582A60""]","[{""name"": ""white_check_mark"", ""users"": [""UL9VWQ9S2"", ""U168N7Y9G"", ""US3QTX4Z1"", ""ULWL32B29""], ""count"": 4}, {""name"": ""point_up"", ""users"": [""UH1039P7I"", ""U81OT695K""], ""count"": 2}, {""name"": ""ty"", ""users"": [""U3TE14ET2"", ""UK4V3ON2O"", ""UL96240J4""], ""count"": 3}]",2025-09-27,2025-09-27 14:57:47,2025-09-27 15:37:09
f6330165-5392-4d8f-b55d-29fea9466b53,UH749DC04,engineering,5,5,"[""UK839UQ5R"",""UG6UG9470"",""U549234TU"",""UU95TZPYP"",""UEZMYV74R""]",[],2025-04-21,2025-04-21 08:41:40,2025-04-21 09:32:27
111920bb-15fc-4e17-b34e-a95d01653950,U91Q0A72O,general,23,14,"[""UFUV7GPHM"",""UKVN1ZI1Z"",""UU6K92DUR"",""UL2989703"",""UA3IV9419"",""U549234TU"",""UWBXBIUB7"",""UOBK5OFZ0"",""ULWL32B29"",""U24SJD0U3"",""U0381889F"",""U0KG42Q0P"",""UH749DC04"",""UNY6WDI60""]","[{""name"": ""point_up"", ""users"": [""UB51ZBPGJ"", ""UU6K92DUR""], ""count"": 2}, {""name"": ""laugh"", ""users"": [""U7ZP08017""], ""count"": 1}, {""name"": ""this"", ""users"": [""UNC2V4ZD7"", ""UU6K92DUR"", ""UDC0ZA535""], ""count"": 3}]",2024-11-12,2024-11-12 19:33:38,2024-11-12 19:43:12
11f9259c-7f0d-4615-8d5a-6ad081c66939,UE83A3954,social,0,0,[],"[{""name"": ""ty"", ""users"": [""U08ITMEA6""], ""count"": 1}]",2025-03-31,2025-03-31 22:34:19,2025-03-31 22:39:54
229ce9a3-de3a-4630-8f1d-31e06b7fb7cc,UB81I8027,cats,8,7,"[""UN0J0I7F0"",""U0GBC0N90"",""U9E255NN9"",""UO513ARUP"",""UB81I8027"",""U96N45CL2"",""UR257U86O""]",[],2025-09-08,2025-09-08 06:37:18,2025-09-08 07:21:09
4ae55cea-9569-4b46-a189-0c4788964799,UORS33I12,marketing,32,17,"[""U7W96XW2A"",""UEA8H90WN"",""UNNH8IW78"",""UNS22LGIY"",""UN979RN92"",""UIDQ8QXI5"",""UY640917T"",""UU95TZPYP"",""UQSF747QR"",""UH749DC04"",""U3TE14ET2"",""UB81I8027"",""U549234TU"",""UNC2V4ZD7"",""U9E255NN9"",""UYEP6YY91"",""UV4M04Y17""]","[{""name"": ""laugh"", ""users"": [""UQY0NPYWN"", ""U3U77Y17K"", ""UK839UQ5R""], ""count"": 3}, {""name"": ""white_check_mark"", ""users"": [""U7PX1XVTE""], ""count"": 1}]",2025-05-18,2025-05-18 18:41:07,2025-05-18 18:49:48
67cb8c42-52dd-4fb0-b300-d9ff62a31b0c,U3HY0BS3W,random,2,2,"[""UU95TZPYP"",""U91Q0A72O""]",[],2024-07-17,2024-07-17 10:19:29,2024-07-17 10:55:53
70cc50ab-8ec5-43e6-b390-524903c9b9ff,UIX8TSI0Y,social,31,2,"[""U96N45CL2"",""UIX8TSI0Y""]","[{""name"": ""approved"", ""users"": [""UEA8H90WN"", ""UNY6WDI60"", ""UHGL04640"", ""UQSF747QR""], ""count"": 4}]",2024-08-26,2024-08-26 04:40:43,2024-08-26 05:40:30
8a976bf4-5da3-43f0-aba9-bb477afc727a,U4095YWYD,marketing,30,22,"[""USI1BH3K3"",""UNNH8IW78"",""UG6UG9470"",""U168N7Y9G"",""UCL2RJ89X"",""UQY0NPYWN"",""UN0J0I7F0"",""UU6K92DUR"",""UFF1HYHJ2"",""U24SJD0U3"",""U3O3NUM10"",""UEA8H90WN"",""UPT27H737"",""U34AX16M0"",""U0381889F"",""UL9VWQ9S2"",""UG6UG9470"",""U2M260029"",""UWBXBIUB7"",""UQY0NPYWN"",""UU6K92DUR"",""U24SJD0U3""]","[{""name"": ""raised_hands"", ""users"": [""USI1BH3K3""], ""count"": 1}, {""name"": ""approved"", ""users"": [""UIDQ8QXI5"", ""UQY0NPYWN"", ""U9YFOYM78""], ""count"": 3}]",2025-03-22,2025-03-22 02:08:18,2025-03-22 02:33:23
b66ee28d-433a-4ce5-97c9-7f4b93af8e81,UYVM94HE1,social,40,23,"[""UG6UG9470"",""U5V38TNV1"",""UHGL04640"",""UB51ZBPGJ"",""U24SJD0U3"",""U7ZP08017"",""UN0J0I7F0"",""UL2989703"",""U91Q0A72O"",""U0KG42Q0P"",""UE0WA7608"",""U34AX16M0"",""UC3Z15JC3"",""U3TE14ET2"",""UO513ARUP"",""UV77JEL7Q"",""U2QXC4ZNG"",""ULRS0HVJ3"",""UOBK5OFZ0"",""UFF1HYHJ2"",""UB81I8027"",""UNY6WDI60"",""UY640917T""]","[{""name"": ""laugh"", ""users"": [""UV77JEL7Q"", ""UNVWFC5Q1""], ""count"": 2}]",2025-06-06,2025-06-06 21:46:24,2025-06-06 22:30:14
04e2a485-d09e-43b7-ba6b-6d51c9872262,UDC0ZA535,social,48,44,"[""U3GY5K9EQ"",""U549234TU"",""UJ65P6F44"",""UK4V3ON2O"",""U96N45CL2"",""USI1BH3K3"",""UB81I8027"",""UNC2V4ZD7"",""UN979RN92"",""U168N7Y9G"",""UYVM94HE1"",""U81OT695K"",""U9E255NN9"",""U3HY0BS3W"",""U3TE14ET2"",""UHGL04640"",""U7W96XW2A"",""UL92954KA"",""UNY6WDI60"",""U34AX16M0"",""UWW10VL06"",""UDC0ZA535"",""U08ITMEA6"",""U0EIW7DOX"",""UP9T7VJBF"",""U2M260029"",""UV77JEL7Q"",""US3QTX4Z1"",""ULAN263E4"",""U0GBC0N90"",""UY640917T"",""UCL2RJ89X"",""U0381889F"",""U91Q0A72O"",""UIDQ8QXI5"",""UH1039P7I"",""U5V38TNV1"",""UL9VWQ9S2"",""UWW10VL06"",""UZ271WU40"",""UZ5125Y28"",""UU6K92DUR"",""U24SJD0U3"",""U2XQ3JJAN""]",[],2025-08-02,2025-08-02 08:18:12,2025-08-02 08:36:32
4dc66162-5aad-4d7f-9535-dcc2752b3296,UFF1HYHJ2,general,20,11,"[""U96N45CL2"",""UL96240J4"",""UWL5JX23M"",""U81OT695K"",""UNS22LGIY"",""U3TE14ET2"",""U0EIW7DOX"",""UB9LLF16J"",""U34AX16M0"",""UC3Z15JC3"",""UO513ARUP""]","[{""name"": ""laugh"", ""users"": [""UL92954KA""], ""count"": 1}, {""name"": ""point_up"", ""users"": [""UF39WLXAT"", ""U24SJD0U3"", ""U0GBC0N90"", ""UYJ494VWS""], ""count"": 4}, {""name"": ""white_check_mark"", ""users"": [""UFF1HYHJ2"", ""UC3Z15JC3"", ""U5V38TNV1"", ""UNY6WDI60""], ""count"": 4}]",2025-11-07,2025-11-07 18:40:55,2025-11-07 19:35:37
588f8ea0-bb97-49d0-9844-fd2261fec631,UR257U86O,random,7,5,"[""UZ271WU40"",""U0EIW7DOX"",""U306GEBY8"",""UWW10VL06"",""UA3IV9419""]","[{""name"": ""white_check_mark"", ""users"": [""UU95TZPYP"", ""U0GBC0N90"", ""UFUV7GPHM""], ""count"": 3}, {""name"": ""raised_hands"", ""users"": [""UN979RN92"", ""UKA77QAYY"", ""UU95TZPYP"", ""UP9T7VJBF"", ""UL92954KA""], ""count"": 5}, {""name"": ""approved"", ""users"": [""UB51ZBPGJ"", ""U3TE14ET2""], ""count"": 2}, {""name"": ""this"", ""users"": [""UH749DC04"", ""UNNH8IW78"", ""U34AX16M0"", ""ULAN263E4""], ""count"": 4}, {""name"": ""laugh"", ""users"": [""UEZMYV74R"", ""UDC0ZA535"", ""UC3Z15JC3"", ""ULWL32B29""], ""count"": 4}]",2024-08-01,2024-08-01 12:46:19,2024-08-01 13:06:07
72953848-057e-4fb7-815d-907819180cf0,UPT27H737,random,32,32,"[""UL92954KA"",""UB81I8027"",""UA3IV9419"",""UU6K92DUR"",""UDC0ZA535"",""UYJ494VWS"",""U168N7Y9G"",""UZ90K3JDW"",""U9E255NN9"",""UV4M04Y17"",""U8S28EIM6"",""UWL5JX23M"",""U3HY0BS3W"",""UL9VWQ9S2"",""UNVWFC5Q1"",""UNY6WDI60"",""U24SJD0U3"",""U7ZP08017"",""U4095YWYD"",""UH1039P7I"",""UO513ARUP"",""U84A3Q05B"",""UK4V3ON2O"",""UE83A3954"",""U3U77Y17K"",""UNNH8IW78"",""UWW10VL06"",""U0EIW7DOX"",""U306GEBY8"",""UOBK5OFZ0"",""U1FM88J9J"",""ULWL32B29""]","[{""name"": ""approved"", ""users"": [""UU95TZPYP"", ""UB51ZBPGJ"", ""UNS22LGIY"", ""UKA77QAYY""], ""count"": 4}, {""name"": ""white_check_mark"", ""users"": [""UV77JEL7Q"", ""U6P582A60""], ""count"": 2}, {""name"": ""point_up"", ""users"": [""UU95TZPYP""], ""count"": 1}]",2025-11-24,2025-11-24 14:50:39,2025-11-24 15:23:13
96270939-dfd6-4f4e-aa3b-1d09d7eed4a2,UA3IV9419,social,8,3,"[""UNS22LGIY"",""USI1BH3K3"",""UFUV7GPHM""]","[{""name"": ""pray"", ""users"": [""U9E255NN9"", ""UZ90K3JDW""], ""count"": 2}, {""name"": ""merged"", ""users"": [""U5V38TNV1""], ""count"": 1}, {""name"": ""approved"", ""users"": [""UV77JEL7Q"", ""ULWL32B29"", ""U08ITMEA6""], ""count"": 3}]",2024-10-31,2024-10-31 06:43:24,2024-10-31 07:17:41
a7e2d8d1-96f0-4b52-9628-579cb930be9a,UL92954KA,random,14,13,"[""U2M260029"",""U34AX16M0"",""UWL5JX23M"",""U5V38TNV1"",""UPT27H737"",""UA7M10C0O"",""UZ5125Y28"",""UF39WLXAT"",""U378U76S4"",""UYVM94HE1"",""U0381889F"",""UKA77QAYY"",""UE83A3954""]","[{""name"": ""laugh"", ""users"": [""U9YFOYM78"", ""UYEP6YY91"", ""U0D6182AR""], ""count"": 3}]",2024-06-07,2024-06-07 09:24:21,2024-06-07 09:58:18
f161521f-2172-4147-b816-380e3ac03c02,UKA77QAYY,social,2,2,"[""U9E255NN9"",""U85PB3J63""]","[{""name"": ""point_up"", ""users"": [""U3TE14ET2"", ""UG6UG9470"", ""UE0WA7608"", ""U91Q0A72O"", ""UJ65P6F44"", ""U378U76S4""], ""count"": 6}, {""name"": ""raised_hands"", ""users"": [""U7PX1XVTE""], ""count"": 1}, {""name"": ""approved"", ""users"": [""UFF1HYHJ2""], ""count"": 1}, {""name"": ""laugh"", ""users"": [""UN979RN92""], ""count"": 1}, {""name"": ""white_check_mark"", ""users"": [""U96N45CL2""], ""count"": 1}]",2025-07-15,2025-07-15 22:50:39,2025-07-15 23:03:39
2129be7e-e292-4d89-a864-f88bc6566e03,UA7M10C0O,marketing,42,6,"[""UEA8H90WN"",""U3TE14ET2"",""UH1039P7I"",""U549234TU"",""UL92954KA"",""UNNH8IW78""]","[{""name"": ""point_up"", ""users"": [""U306GEBY8""], ""count"": 1}, {""name"": ""this"", ""users"": [""UQSF747QR"", ""ULWL32B29""], ""count"": 2}, {""name"": ""white_check_mark"", ""users"": [""ULAN263E4"", ""UZ5125Y28""], ""count"": 2}]",2025-08-24,2025-08-24 16:50:23,2025-08-24 17:35:26
8b030ce5-e2a7-49fb-9eac-1e4ec76e5e89,UZ5125Y28,marketing,26,16,"[""U1FM88J9J"",""UNS22LGIY"",""U3U77Y17K"",""UU95TZPYP"",""UOBK5OFZ0"",""U7ZP08017"",""UQY0NPYWN"",""UO513ARUP"",""U7PX1XVTE"",""UB9LLF16J"",""UK839UQ5R"",""U84A3Q05B"",""ULWL32B29"",""UL2989703"",""UKA77QAYY"",""UEZMYV74R""]","[{""name"": ""approved"", ""users"": [""UJ65P6F44"", ""U378U76S4""], ""count"": 2}]",2024-11-09,2024-11-09 03:50:11,2024-11-09 04:40:18
93550d27-d6cc-4178-9b02-fd7fa5f5a4eb,UO513ARUP,cats,25,5,"[""U7PX1XVTE"",""UL9VWQ9S2"",""UEA8H90WN"",""UIDQ8QXI5"",""UHGL04640""]","[{""name"": ""white_check_mark"", ""users"": [""UDC0ZA535"", ""UK4V3ON2O""], ""count"": 2}, {""name"": ""pray"", ""users"": [""UNC2V4ZD7"", ""UWL5JX23M"", ""U6P582A60"", ""ULWL32B29""], ""count"": 4}, {""name"": ""ty"", ""users"": [""UYEP6YY91""], ""count"": 1}]",2025-11-23,2025-11-23 16:03:01,2025-11-23 16:30:43
b3c1fe8a-f26d-47d0-ae53-1ad370039f7d,UOBK5OFZ0,general,8,2,"[""U6P582A60"",""UFUV7GPHM""]","[{""name"": ""merged"", ""users"": [""U7W96XW2A""], ""count"": 1}, {""name"": ""ty"", ""users"": [""U3U77Y17K"", ""U7PX1XVTE"", ""UNVWFC5Q1""], ""count"": 3}, {""name"": ""approved"", ""users"": [""UWL5JX23M""], ""count"": 1}]",2024-12-09,2024-12-09 12:51:57,2024-12-09 13:18:07
d665dd36-3f6f-479f-a51e-5a19ba0c289c,U9E255NN9,marketing,30,5,"[""U9E255NN9"",""UNY6WDI60"",""U7W96XW2A"",""UO513ARUP"",""U9YFOYM78""]",[],2025-01-12,2025-01-12 12:57:45,2025-01-12 13:30:35
e198bc86-34ba-469e-9ccf-df56c074264d,UNS22LGIY,random,41,29,"[""UY640917T"",""UR257U86O"",""U0GBC0N90"",""UEZMYV74R"",""UEA8H90WN"",""UFF1HYHJ2"",""UYEP6YY91"",""U24SJD0U3"",""U306GEBY8"",""UWW10VL06"",""U0381889F"",""U0EIW7DOX"",""UG6UG9470"",""U0D6182AR"",""UNNH8IW78"",""U0KG42Q0P"",""U7ZP08017"",""UK756E555"",""U2QXC4ZNG"",""U3U77Y17K"",""ULAN263E4"",""UNC2V4ZD7"",""U3GY5K9EQ"",""UB51ZBPGJ"",""U84A3Q05B"",""UN979RN92"",""UKA77QAYY"",""UN0J0I7F0"",""U8S28EIM6""]",[],2024-08-09,2024-08-09 23:01:36,2024-08-09 23:49:06
eaa27c26-5137-421b-81c0-e007d48dac32,UB9LLF16J,random,50,25,"[""UKA77QAYY"",""UN0J0I7F0"",""UHGL04640"",""UK4V3ON2O"",""UNNH8IW78"",""UWBXBIUB7"",""UFUV7GPHM"",""UO513ARUP"",""UZ90K3JDW"",""ULRS0HVJ3"",""UE0WA7608"",""UQSF747QR"",""U3TE14ET2"",""UQY0NPYWN"",""UK839UQ5R"",""UKVN1ZI1Z"",""U2XQ3JJAN"",""U91Q0A72O"",""UA3IV9419"",""UU95TZPYP"",""UB9LLF16J"",""U9E255NN9"",""U0GBC0N90"",""UU6K92DUR"",""UB81I8027""]",[],2024-06-30,2024-06-30 10:55:30,2024-06-30 11:38:23
28fe4cce-494e-4fb2-b240-5e95c32431b7,U24SJD0U3,social,42,26,"[""UL92954KA"",""UL96240J4"",""UK839UQ5R"",""U4095YWYD"",""U6P582A60"",""U0D6182AR"",""U6P582A60"",""U0KG42Q0P"",""U0381889F"",""U85PB3J63"",""U3O3NUM10"",""UIDQ8QXI5"",""U378U76S4"",""UDC0ZA535"",""UQY0NPYWN"",""UB81I8027"",""UA3IV9419"",""UE83A3954"",""U34AX16M0"",""U2M260029"",""UU95TZPYP"",""U96N45CL2"",""ULWL32B29"",""UH749DC04"",""UWBXBIUB7"",""UK839UQ5R""]",[],2025-06-16,2025-06-16 13:16:14,2025-06-16 13:25:13
